home_team_name,away_team_name,home_team_goal_count,away_team_goal_count,status,timestamp,referee,home_team_possession,away_team_possession,home_team_corner_count,away_team_corner_count,home_team_yellow_cards,away_team_yellow_cards,home_team_pre_match_xg,away_team_pre_match_xg,is_cup,home_team_lsi,away_team_lsi
Coquimbo Unido,A. Italiano,1.0,1.0,complete,1724526000,H. Jona,62.0,38.0,10.0,2.0,2.0,2.0,1.0,1.0,0,1.0,1.0
Deportes Iquique,O'Higgins,1.0,3.0,complete,1724535000,J. Sepúlveda,69.0,31.0,6.0,3.0,3.0,5.0,1.0,1.0,0,1.0,1.0
Palestino,Cobresal,3.0,0.0,complete,1724603400,F. Alveal,53.0,47.0,4.0,5.0,3.0,4.0,1.0,1.0,0,1.0,1.0
Everton de Vina,Colo Colo,0.0,1.0,complete,1724612400,N. Millas,33.0,67.0,5.0,5.0,1.0,4.0,1.0,1.0,0,1.0,1.0
U. Catolica,Huachipato,4.0,0.0,complete,1724621400,J. Lara,56.0,44.0,7.0,1.0,4.0,4.0,1.0,1.0,0,1.0,1.0
Universidad de Chile,Union Espanola,2.0,0.0,complete,1724796000,C. Garay,58.0,42.0,4.0,2.0,3.0,1.0,1.0,1.0,0,1.0,1.0
Deportes Iquique,Deportes Copiapo,2.0,1.0,complete,1724805000,F. Vejar,60.0,40.0,5.0,1.0,5.0,3.0,1.08,1.16,0,1.0,1.0
Cobreloa,Coquimbo Unido,1.0,0.0,complete,1724805000,J. Sepúlveda,56.0,44.0,5.0,3.0,1.0,3.0,1.18,0.84,0,1.0,1.0
Cobresal,U. Catolica,3.0,1.0,complete,1724871600,H. Jona,39.0,61.0,7.0,4.0,1.0,2.0,1.0,1.0,0,1.0,1.0
O'Higgins,Union La Calera,1.0,1.0,complete,1724882400,M. Vergara,51.0,49.0,7.0,4.0,2.0,1.0,1.0,1.0,0,1.0,1.0
A. Italiano,Everton de Vina,1.0,2.0,complete,1724891400,V. Abarzúa,41.0,59.0,4.0,7.0,2.0,3.0,1.0,1.0,0,1.0,1.0
Colo Colo,Nublense,2.0,1.0,complete,1724968800,R. Alvarado,59.0,41.0,12.0,4.0,4.0,2.0,1.0,1.0,0,1.0,1.0
Huachipato,Palestino,2.0,2.0,complete,1724977800,M. Riquelme,52.0,48.0,3.0,4.0,1.0,4.0,0.91,1.91,0,1.0,1.0
Coquimbo Unido,Universidad de Chile,0.0,1.0,complete,1725130800,F. Vejar,34.0,66.0,6.0,4.0,2.0,2.0,1.0,1.0,0,1.0,1.0
U. Catolica,Deportes Iquique,2.0,2.0,complete,1725139800,F. Alveal,56.0,44.0,2.0,7.0,1.0,3.0,1.0,1.0,0,1.0,1.0
Everton de Vina,Union Espanola,3.0,2.0,complete,1725148800,M. Araos,40.0,60.0,8.0,6.0,2.0,4.0,1.0,1.0,0,1.0,1.0
Palestino,Nublense,1.0,1.0,complete,1725208200,J. Sepúlveda,41.0,59.0,5.0,5.0,2.0,2.0,1.32,0.81,0,1.0,1.0
Cobreloa,Colo Colo,0.0,1.0,complete,1725217200,J. Cabero,56.0,44.0,2.0,2.0,1.0,3.0,0.83,1.3,0,1.0,1.0
Deportes Copiapo,Cobresal,2.0,2.0,complete,1725226200,B. Saravia,44.0,56.0,8.0,4.0,7.0,3.0,2.91,1.45,0,1.0,1.0
Union La Calera,A. Italiano,2.0,1.0,complete,1725235200,D. Flores,44.0,56.0,9.0,4.0,4.0,2.0,0.94,1.73,0,1.0,1.0
Huachipato,O'Higgins,1.0,0.0,complete,1725807600,F. González,41.0,59.0,1.0,7.0,1.0,4.0,0.46,2.64,0,1.0,1.0
Nublense,Cobresal,1.0,0.0,complete,1726336800,F. Alveal,42.0,58.0,1.0,4.0,4.0,3.0,1.0,1.0,0,1.0,1.0
O'Higgins,Coquimbo Unido,1.0,1.0,complete,1726345800,R. Carvajal,58.0,42.0,5.0,4.0,4.0,3.0,1.0,1.0,0,1.0,1.0
A. Italiano,Cobreloa,2.0,0.0,complete,1726354800,D. Flores,38.0,62.0,2.0,4.0,6.0,4.0,1.0,1.0,0,1.0,1.0
Deportes Copiapo,Union Espanola,2.0,3.0,complete,1726414200,C. Garay,37.0,63.0,7.0,5.0,2.0,1.0,1.0,1.0,0,1.0,1.0
Deportes Iquique,Huachipato,3.0,1.0,complete,1726423200,J. Lara,45.0,55.0,4.0,7.0,1.0,2.0,1.0,1.0,0,1.0,1.0
Universidad de Chile,Palestino,1.0,0.0,complete,1726432200,H. Jona,70.0,30.0,6.0,5.0,3.0,4.0,1.0,1.0,0,1.0,1.0
Palestino,Deportes Iquique,2.0,0.0,complete,1727200800,D. Flores,43.0,57.0,3.0,7.0,3.0,5.0,1.0,1.0,0,1.0,1.0
Cobreloa,Nublense,0.0,1.0,complete,1727209800,M. Riquelme,68.0,32.0,6.0,0.0,2.0,1.0,1.0,1.0,0,1.0,1.0
Universidad de Chile,Huachipato,2.0,1.0,complete,1727218800,C. Garay,73.0,27.0,7.0,2.0,0.0,4.0,1.0,1.0,0,1.0,1.0
Coquimbo Unido,Everton de Vina,2.0,2.0,complete,1727218800,F. Gilabert,53.0,47.0,2.0,0.0,2.0,2.0,1.0,1.0,0,1.0,1.0
Cobresal,A. Italiano,0.0,1.0,complete,1727287200,G. Philippe,58.0,42.0,8.0,6.0,2.0,5.0,1.0,1.0,0,1.0,1.0
Union Espanola,O'Higgins,0.0,1.0,complete,1727298000,V. Abarzúa,63.0,37.0,8.0,8.0,2.0,7.0,1.0,1.0,0,1.0,1.0
U. Catolica,Deportes Copiapo,4.0,1.0,complete,1727307000,H. Jona,70.0,30.0,4.0,2.0,3.0,4.0,1.0,1.0,0,1.0,1.0
Everton de Vina,Cobreloa,2.0,0.0,complete,1727555400,J. Lara,56.0,44.0,9.0,1.0,3.0,3.0,1.0,1.0,0,1.0,1.0
Colo Colo,Cobresal,2.0,0.0,complete,1727564400,F. Alveal,68.0,32.0,4.0,0.0,1.0,1.0,1.0,1.0,0,1.0,1.0
Nublense,Union La Calera,0.0,1.0,complete,1727623800,D. Flores,63.0,37.0,5.0,2.0,3.0,4.0,1.0,1.0,0,1.0,1.0
Deportes Copiapo,Palestino,2.0,1.0,complete,1727632800,M. Araos,47.0,53.0,3.0,2.0,3.0,3.0,1.0,1.0,0,1.0,1.0
Deportes Iquique,Universidad de Chile,3.0,0.0,complete,1727641800,P. Maza,33.0,67.0,2.0,6.0,4.0,3.0,1.0,1.0,0,1.0,1.0
U. Catolica,Union Espanola,0.0,2.0,complete,1727650800,F. Vejar,35.0,65.0,2.0,3.0,2.0,3.0,1.0,1.0,0,1.0,1.0
Huachipato,Coquimbo Unido,3.0,2.0,complete,1727730000,G. Philippe,57.0,43.0,6.0,2.0,2.0,2.0,1.0,1.0,0,1.0,1.0
A. Italiano,O'Higgins,2.0,0.0,complete,1727739000,B. Saravia,46.0,54.0,2.0,10.0,1.0,3.0,1.0,1.0,0,1.0,1.0
Colo Colo,U. Catolica,1.0,0.0,complete,1727996400,J. Cabero,67.0,33.0,3.0,2.0,0.0,2.0,1.0,1.0,0,1.0,1.0
Cobresal,Everton de Vina,2.0,1.0,complete,1728151200,J. Sepúlveda,56.0,44.0,9.0,4.0,1.0,3.0,1.72,1.46,0,1.0,1.0
Nublense,Deportes Iquique,2.0,0.0,complete,1728169200,F. Alveal,46.0,54.0,2.0,5.0,4.0,2.0,2.11,3.56,0,1.0,1.0
Universidad de Chile,Union La Calera,1.0,0.0,complete,1728172800,F. Gilabert,62.0,38.0,12.0,4.0,0.0,2.0,1.0,1.0,0,1.0,1.0
Palestino,Coquimbo Unido,2.0,0.0,complete,1728228600,N. Millas,50.0,50.0,3.0,2.0,3.0,5.0,1.0,1.0,0,1.0,1.0
O'Higgins,U. Catolica,0.0,2.0,complete,1728237600,G. Philippe,45.0,55.0,12.0,3.0,4.0,2.0,1.0,1.0,0,1.0,1.0
Union Espanola,Huachipato,3.0,1.0,complete,1728246600,J. Cabero,66.0,34.0,9.0,3.0,0.0,3.0,1.0,1.0,0,1.0,1.0
Colo Colo,A. Italiano,2.0,1.0,complete,1728255600,J. Lara,77.0,23.0,5.0,2.0,2.0,1.0,1.0,1.0,0,1.0,1.0
Cobreloa,Deportes Copiapo,4.0,1.0,complete,1728342000,F. Vejar,41.0,59.0,6.0,5.0,3.0,2.0,1.0,1.0,0,1.0,1.0
Everton de Vina,Union La Calera,0.0,1.0,complete,1728774000,F. Vejar,54.0,46.0,7.0,4.0,0.0,3.0,1.0,1.0,0,1.0,1.0
Huachipato,Colo Colo,1.0,2.0,complete,1728831600,H. Jona,28.0,72.0,4.0,2.0,3.0,2.0,1.0,1.0,0,1.0,1.0
Union La Calera,Colo Colo,0.0,1.0,complete,1729116000,N. Millas,32.0,68.0,0.0,3.0,3.0,2.0,1.0,1.0,0,1.0,1.0
O'Higgins,Nublense,1.0,3.0,complete,1729360800,F. Vejar,39.0,61.0,3.0,2.0,4.0,2.0,1.0,1.0,0,1.0,1.0
U. Catolica,Universidad de Chile,1.0,2.0,complete,1729371600,C. Garay,44.0,56.0,3.0,8.0,4.0,4.0,1.0,1.0,0,1.0,1.0
Palestino,Colo Colo,2.0,3.0,complete,1729447200,M. Riquelme,35.0,65.0,3.0,4.0,2.0,2.0,1.0,1.0,0,1.0,1.0
Deportes Iquique,Cobreloa,4.0,1.0,complete,1729456200,N. Gamboa,61.0,39.0,8.0,3.0,2.0,3.0,1.0,1.0,0,1.0,1.0
Union La Calera,Union Espanola,0.0,2.0,complete,1729456200,M. Araos,40.0,60.0,1.0,6.0,3.0,0.0,1.0,1.0,0,1.0,1.0
A. Italiano,Huachipato,0.0,2.0,complete,1729456200,F. Alveal,53.0,47.0,3.0,3.0,4.0,5.0,1.0,1.0,0,1.0,1.0
Coquimbo Unido,Cobresal,2.0,0.0,complete,1729456200,F. Gilabert,54.0,46.0,5.0,2.0,2.0,4.0,1.0,1.0,0,1.0,1.0
Deportes Copiapo,Everton de Vina,3.0,5.0,complete,1729456200,G. Philippe,51.0,49.0,11.0,4.0,2.0,2.0,1.0,1.0,0,1.0,1.0
Union Espanola,Palestino,2.0,3.0,complete,1730581200,J. Lara,62.0,38.0,7.0,7.0,2.0,4.0,1.0,1.0,0,1.0,1.0
Everton de Vina,Huachipato,1.0,0.0,complete,1730581200,M. Riquelme,55.0,45.0,8.0,1.0,3.0,3.0,1.0,1.0,0,1.0,1.0
A. Italiano,Deportes Copiapo,4.0,1.0,complete,1730581200,P. Maza,52.0,48.0,9.0,5.0,0.0,4.0,1.0,1.0,0,1.0,1.0
Coquimbo Unido,Union La Calera,0.0,0.0,complete,1730581200,G. Philippe,60.0,40.0,8.0,5.0,5.0,3.0,1.0,1.0,0,1.0,1.0
Cobresal,O'Higgins,3.0,1.0,complete,1730581200,J. Cabero,68.0,32.0,8.0,2.0,0.0,1.0,1.0,1.0,0,1.0,1.0
Cobreloa,U. Catolica,2.0,2.0,complete,1730581200,F. Gilabert,44.0,56.0,6.0,5.0,3.0,3.0,1.0,1.0,0,1.0,1.0
Colo Colo,Deportes Iquique,3.0,0.0,complete,1730667600,F. Alveal,65.0,35.0,8.0,3.0,1.0,0.0,1.0,1.0,0,1.0,1.0
Nublense,Universidad de Chile,1.0,4.0,complete,1730667600,D. Flores Seguel,40.0,60.0,3.0,10.0,3.0,1.0,1.0,1.0,0,1.0,1.0
Deportes Iquique,Union Espanola,2.0,0.0,complete,1731186000,M. Riquelme,34.0,66.0,3.0,3.0,2.0,3.0,1.0,1.0,0,1.0,1.0
U. Catolica,Coquimbo Unido,1.0,2.0,complete,1731186000,J. Lara,62.0,38.0,5.0,3.0,4.0,4.0,1.0,1.0,0,1.0,1.0
Palestino,A. Italiano,2.0,0.0,complete,1731250800,D. Flores Seguel,57.0,43.0,4.0,7.0,1.0,3.0,1.0,1.0,0,1.0,1.0
O'Higgins,Cobreloa,0.0,3.0,complete,1731250800,F. González,44.0,56.0,2.0,6.0,4.0,4.0,1.0,1.0,0,1.0,1.0
Union La Calera,Cobresal,3.0,0.0,complete,1731250800,M. Vergara,44.0,56.0,1.0,5.0,3.0,6.0,1.0,1.0,0,1.0,1.0
Huachipato,Nublense,1.0,0.0,complete,1731250800,N. Gamboa,59.0,41.0,10.0,2.0,1.0,2.0,1.0,1.0,0,1.0,1.0
Universidad de Chile,Everton de Vina,1.0,1.0,complete,1731265200,F. Gilabert,58.0,42.0,9.0,9.0,1.0,3.0,1.0,1.0,0,1.0,1.0
Deportes Copiapo,Colo Colo,1.0,1.0,complete,1731265200,J. Cabero,25.0,75.0,0.0,6.0,1.0,1.0,1.0,1.0,0,1.0,1.0
Deportes Iquique,Coquimbo Unido,0.0,3.0,complete,1739577600,"Cristian Garay, Chile",69.0,31.0,6.0,4.0,2.0,2.0,1.38,2.71,0,1.0,1.0
Palestino,Cobresal,2.0,1.0,complete,1739653200,"Reinerio Alvarado, Chile",62.0,38.0,2.0,5.0,2.0,4.0,3.25,2.28,0,1.0,1.0
O'Higgins,Huachipato,0.0,0.0,complete,1739653200,"Lara, Juan, Chile",54.0,46.0,13.0,2.0,3.0,2.0,2.06,0.55,0,1.0,1.0
Universidad de Chile,Nublense,5.0,0.0,complete,1739662200,"Millas, Nicolas, Chile",67.0,33.0,15.0,2.0,0.0,3.0,5.48,0.49,0,1.0,1.0
D. La Serena,Colo Colo,1.0,3.0,complete,1739718000,"Fernando Andre Vejar Diaz, Chile",41.0,59.0,5.0,5.0,3.0,1.0,1.0,1.0,0,1.0,1.0
Deportes Limache,Everton de Vina,1.0,1.0,complete,1739748600,"Diego Flores Seguel, Chile",58.0,42.0,5.0,3.0,2.0,4.0,1.78,1.3,0,1.0,1.0
U. Catolica,A. Italiano,3.0,1.0,complete,1739826000,"Felipe Gonzalez, Chile",56.0,44.0,3.0,8.0,2.0,2.0,1.0,1.0,0,1.0,1.0
Union La Calera,Union Espanola,4.0,0.0,complete,1739835000,"Nicolas Gamboa Reyes, Chile",49.0,51.0,1.0,4.0,2.0,1.0,1.0,1.0,0,1.0,1.0
Union Espanola,Palestino,0.0,3.0,complete,1740171600,"Fernando Andre Vejar Diaz, Chile",43.0,57.0,7.0,6.0,5.0,4.0,1.0,1.0,0,1.0,1.0
A. Italiano,Deportes Iquique,4.0,2.0,complete,1740171600,"Mathias Riquelme, Chile",39.0,61.0,5.0,6.0,2.0,5.0,1.0,1.0,0,1.0,1.0
Coquimbo Unido,U. Catolica,1.0,0.0,complete,1740258000,"Reinerio Alvarado, Chile",38.0,62.0,6.0,2.0,2.0,2.0,1.9,0.81,0,1.0,1.0
Nublense,Deportes Limache,1.0,1.0,complete,1740267000,"Hector Jona, Chile",58.0,42.0,6.0,2.0,3.0,2.0,2.51,1.56,0,1.0,1.0
Huachipato,Everton de Vina,4.0,0.0,complete,1740322800,"Vergara, Manuel, Chile",45.0,55.0,5.0,1.0,2.0,1.0,1.0,1.0,0,1.0,1.0
Cobresal,D. La Serena,3.0,1.0,complete,1740344400,"Millas, Nicolas, Chile",47.0,53.0,4.0,3.0,4.0,3.0,1.0,1.0,0,1.0,1.0
Universidad de Chile,Union La Calera,1.0,0.0,complete,1740353400,"Diego Flores Seguel, Chile",53.0,47.0,7.0,7.0,0.0,3.0,1.0,1.0,0,1.0,1.0
Colo Colo,O'Higgins,0.0,1.0,complete,1740438000,"Rodrigo Carvajal Molina, Chile",66.0,34.0,6.0,2.0,3.0,2.0,1.0,1.0,0,1.0,1.0
Deportes Limache,Coquimbo Unido,1.0,2.0,complete,1740783600,"Benjamin Saravia Retamal, Chile",55.0,45.0,8.0,3.0,2.0,2.0,1.0,1.0,0,1.0,1.0
D. La Serena,Union Espanola,1.0,0.0,complete,1740841200,"Juan Ignacio Lara Luco, Chile",54.0,46.0,8.0,1.0,2.0,1.0,1.0,1.0,0,1.0,1.0
Palestino,A. Italiano,0.0,2.0,complete,1740862800,"Millas, Nicolas, Chile",71.0,29.0,3.0,2.0,3.0,5.0,1.0,1.0,0,1.0,1.0
U. Catolica,Deportes Iquique,1.0,0.0,complete,1740862800,"Gaston Phillippe Noriega, Chile",60.0,40.0,4.0,2.0,3.0,6.0,1.0,1.0,0,1.0,1.0
Everton de Vina,Nublense,1.0,2.0,complete,1740871800,"Franco Esteban Jimenez Lazo, Chile",64.0,36.0,10.0,2.0,3.0,4.0,1.0,1.0,0,1.0,1.0
Huachipato,Colo Colo,2.0,1.0,complete,1740927600,"Felipe Gonzalez, Chile",34.0,66.0,2.0,7.0,2.0,4.0,1.0,1.0,0,1.0,1.0
Cobresal,Universidad de Chile,2.0,1.0,complete,1740949200,"Jose Cabero, Chile",41.0,59.0,2.0,11.0,3.0,0.0,1.0,1.0,0,1.0,1.0
Union La Calera,O'Higgins,2.0,2.0,complete,1740958200,"Francisco Gilabert, Chile",50.0,50.0,3.0,1.0,2.0,8.0,1.0,1.0,0,1.0,1.0
Union La Calera,Huachipato,1.0,0.0,complete,1741388400,"Miguel Araos Riquelme, Chile",60.0,40.0,10.0,3.0,2.0,3.0,1.0,1.0,0,1.0,1.0
Nublense,U. Catolica,1.0,1.0,complete,1741467600,"Jose Cabero, Chile",54.0,46.0,6.0,0.0,2.0,3.0,1.0,1.0,0,1.0,1.0
Deportes Iquique,Palestino,1.0,3.0,complete,1741476600,"Cristian Garay, Chile",57.0,43.0,3.0,1.0,3.0,2.0,1.0,1.0,0,1.0,1.0
A. Italiano,Deportes Limache,3.0,1.0,complete,1741476600,"Piero Maza, Chile",52.0,48.0,6.0,6.0,0.0,4.0,1.0,1.0,0,1.0,1.0
Coquimbo Unido,Cobresal,1.0,1.0,complete,1741532400,"Diego Flores Seguel, Chile",49.0,51.0,6.0,4.0,4.0,6.0,1.0,1.0,0,1.0,1.0
O'Higgins,D. La Serena,1.0,1.0,complete,1741554000,"Mathias Riquelme, Chile",60.0,40.0,9.0,4.0,2.0,2.0,1.0,1.0,0,1.0,1.0
Colo Colo,Everton de Vina,2.0,0.0,complete,1741563000,"Vergara, Manuel, Chile",58.0,42.0,7.0,2.0,5.0,2.0,1.0,1.0,0,1.0,1.0
A. Italiano,Universidad de Chile,1.0,1.0,complete,1741986000,"Gaston Phillippe Noriega, Chile",32.0,68.0,2.0,4.0,1.0,1.0,1.0,1.0,0,1.0,1.0
Deportes Limache,Huachipato,2.0,3.0,complete,1741995000,"Reinerio Alvarado, Chile",36.0,64.0,4.0,5.0,3.0,2.0,1.0,1.0,0,1.0,1.0
Everton de Vina,Coquimbo Unido,0.0,0.0,complete,1742081400,"Benjamin Saravia Retamal, Chile",67.0,33.0,10.0,2.0,3.0,3.0,0.65,1.62,0,1.0,1.0
D. La Serena,Union La Calera,1.0,0.0,complete,1742137200,"Claudio Diaz Mera, Chile",37.0,63.0,1.0,9.0,3.0,4.0,1.0,1.0,0,1.0,1.0
Palestino,Nublense,2.0,0.0,complete,1742158800,"Francisco Gilabert, Chile",69.0,31.0,5.0,3.0,0.0,1.0,1.0,1.0,0,1.0,1.0
Cobresal,O'Higgins,0.0,0.0,complete,1742158800,"Cristian Galaz Sepulveda, Chile",49.0,51.0,2.0,9.0,2.0,2.0,1.0,1.0,0,1.0,1.0
Deportes Iquique,Union Espanola,0.0,4.0,complete,1742167800,"Franco Esteban Jimenez Lazo, Chile",54.0,46.0,7.0,2.0,4.0,0.0,1.0,1.0,0,1.0,1.0
Colo Colo,Palestino,1.0,1.0,complete,1743110100,"Felipe Gonzalez, Chile",56.0,44.0,5.0,6.0,3.0,1.0,1.0,1.0,0,1.0,1.0
Everton de Vina,Universidad de Chile,2.0,0.0,complete,1743118200,"Fernando Andre Vejar Diaz, Chile",40.0,60.0,3.0,6.0,6.0,5.0,1.0,1.0,0,1.0,1.0
Union Espanola,U. Catolica,1.0,2.0,complete,1743196500,"Jose Cabero, Chile",51.0,49.0,4.0,5.0,3.0,3.0,1.0,1.0,0,1.0,1.0
Nublense,Deportes Iquique,1.0,1.0,complete,1743204600,M. Araos,49.0,51.0,4.0,6.0,3.0,3.0,1.0,1.0,0,1.0,1.0
O'Higgins,Deportes Limache,3.0,1.0,complete,1743282000,"Francisco Gilabert, Chile",48.0,52.0,4.0,8.0,6.0,1.0,0.74,1.76,0,1.0,1.0
Huachipato,D. La Serena,3.0,1.0,complete,1743346800,"Piero Maza, Chile",53.0,47.0,2.0,4.0,1.0,0.0,1.0,1.0,0,1.0,1.0
Coquimbo Unido,A. Italiano,2.0,1.0,complete,1743368400,"Hector Jona, Chile",49.0,51.0,11.0,3.0,5.0,1.0,1.0,1.0,0,1.0,1.0
Union La Calera,Cobresal,2.0,1.0,complete,1743377400,F. Reyes,62.0,38.0,1.0,4.0,1.0,2.0,1.0,1.0,0,1.0,1.0
Coquimbo Unido,Huachipato,0.0,0.0,complete,1744475400,"Jose Cabero Rebolledo, Chile",52.0,48.0,12.0,1.0,2.0,0.0,1.0,1.0,0,1.0,1.0
Cobresal,U. Catolica,1.0,1.0,complete,1744484400,"Diego Flores Seguel, Chile",53.0,47.0,6.0,6.0,3.0,3.0,1.0,1.0,0,1.0,1.0
A. Italiano,O'Higgins,1.0,0.0,complete,1744502400,N. Millas,37.0,63.0,3.0,5.0,3.0,2.0,1.0,1.0,0,1.0,1.0
D. La Serena,Everton de Vina,2.0,1.0,complete,1744561800,"Nicolas Gamboa Reyes, Chile",44.0,56.0,3.0,4.0,4.0,3.0,1.0,1.0,0,1.0,1.0
Palestino,Union La Calera,1.0,0.0,complete,1744657200,"Benjamin Saravia Retamal, Chile",54.0,46.0,7.0,7.0,1.0,2.0,1.0,1.0,0,1.0,1.0
Union Espanola,Nublense,3.0,0.0,complete,1744668000,"Franco Esteban Jimenez Lazo, Chile",46.0,54.0,4.0,8.0,1.0,2.0,1.0,1.0,0,1.0,1.0
Deportes Limache,Deportes Iquique,2.0,0.0,complete,1744677000,"Vergara, Manuel, Chile",52.0,48.0,6.0,3.0,4.0,6.0,3.01,0.37,0,1.0,1.0
Universidad de Chile,D. La Serena,3.0,1.0,complete,1744927200,"Cristian Garay, Chile",58.0,42.0,3.0,2.0,1.0,3.0,1.0,1.0,0,1.0,1.0
A. Italiano,Union Espanola,2.0,0.0,complete,1745013600,"Piero Maza, Chile",43.0,57.0,2.0,4.0,7.0,3.0,1.38,1.31,0,1.0,1.0
Huachipato,Cobresal,0.0,1.0,complete,1745089200,"Dione Rissios Duran,",57.0,43.0,5.0,1.0,1.0,5.0,1.0,1.0,0,1.0,1.0
U. Catolica,Deportes Limache,2.0,1.0,complete,1745098200,"Rodrigo Carvajal Molina, Chile",69.0,31.0,8.0,5.0,5.0,4.0,1.0,1.0,0,1.0,1.0
Everton de Vina,Union La Calera,1.0,1.0,complete,1745166600,"Mathias Riquelme, Chile",47.0,53.0,4.0,7.0,4.0,1.0,1.0,1.0,0,1.0,1.0
O'Higgins,Palestino,1.0,0.0,complete,1745175600,"Franco Esteban Jimenez Lazo, Chile",46.0,54.0,4.0,8.0,2.0,3.0,1.0,1.0,0,1.0,1.0
Nublense,Coquimbo Unido,0.0,0.0,complete,1745193600,"Nicolas Gamboa Reyes, Chile",57.0,43.0,3.0,1.0,2.0,2.0,0.7,1.04,0,1.0,1.0
Union La Calera,A. Italiano,1.0,0.0,complete,1745618400,"Franco Esteban Jimenez Lazo, Chile",53.0,47.0,3.0,4.0,2.0,4.0,1.0,1.0,0,1.0,1.0
Nublense,D. La Serena,2.0,0.0,complete,1745618400,"Cristian Galaz Sepulveda, Chile",49.0,51.0,3.0,4.0,2.0,2.0,1.0,1.0,0,1.0,1.0
U. Catolica,Everton de Vina,6.0,0.0,complete,1745627400,J. Lara,61.0,39.0,8.0,5.0,3.0,1.0,1.0,1.0,0,1.0,1.0
Cobresal,Deportes Limache,3.0,1.0,complete,1745690400,"Benjamin Saravia Retamal, Chile",60.0,40.0,7.0,10.0,3.0,1.0,1.0,1.0,0,1.0,1.0
Colo Colo,Coquimbo Unido,2.0,0.0,complete,1745697600,"Jose Cabero Rebolledo, Chile",56.0,44.0,1.0,4.0,1.0,2.0,1.0,1.0,0,1.0,1.0
O'Higgins,Deportes Iquique,2.0,2.0,complete,1745771400,"Piero Maza, Chile",59.0,41.0,2.0,2.0,1.0,5.0,1.0,1.0,0,1.0,1.0
Palestino,Universidad de Chile,2.0,3.0,complete,1745780400,"Diego Flores Seguel, Chile",58.0,42.0,4.0,5.0,2.0,5.0,1.0,1.0,0,1.0,1.0
Huachipato,Union Espanola,2.0,1.0,complete,1745789400,"Nicolas Gamboa Reyes, Chile",37.0,63.0,4.0,10.0,2.0,4.0,1.0,1.0,0,1.0,1.0
Deportes Limache,Colo Colo,1.0,0.0,complete,1746216000,"Cristian Garay, Chile",34.0,66.0,5.0,6.0,1.0,2.0,1.0,1.0,0,1.0,1.0
Union Espanola,Cobresal,0.0,1.0,complete,1746232200,M. Araos,58.0,42.0,8.0,5.0,4.0,2.0,1.0,1.0,0,1.0,1.0
Everton de Vina,Palestino,1.0,2.0,complete,1746289800,"Hector Jona, Chile",43.0,57.0,4.0,4.0,2.0,1.0,1.0,1.0,0,1.0,1.0
Universidad de Chile,U. Catolica,1.0,0.0,complete,1746302400,"Franco Esteban Jimenez Lazo, Chile",63.0,37.0,5.0,0.0,2.0,3.0,1.0,1.0,0,1.0,1.0
Coquimbo Unido,O'Higgins,2.0,0.0,complete,1746311400,"Dione Rissios,",36.0,64.0,9.0,1.0,1.0,0.0,1.0,1.0,0,1.0,1.0
Deportes Iquique,Huachipato,3.0,0.0,complete,1746385200,"Claudio Diaz Mera, Chile",29.0,71.0,2.0,1.0,1.0,0.0,1.0,1.0,0,1.0,1.0
A. Italiano,D. La Serena,2.0,1.0,complete,1746394200,"Felipe Gonzalez, Chile",48.0,52.0,8.0,5.0,2.0,4.0,1.0,1.0,0,1.0,1.0
Nublense,Union La Calera,1.0,1.0,complete,1746403200,"Nicolas Millas, Chile",57.0,43.0,6.0,2.0,1.0,3.0,1.67,1.32,0,1.0,1.0
Union La Calera,Coquimbo Unido,0.0,1.0,complete,1747440000,M. Riquelme,63.0,37.0,2.0,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0
Cobresal,A. Italiano,0.0,1.0,complete,1747508400,"Matias Assadi, Chile",68.0,32.0,5.0,4.0,3.0,3.0,1.0,1.0,0,1.0,1.0
O'Higgins,U. Catolica,2.0,0.0,complete,1747517400,"Jose Cabero, Chile",36.0,64.0,2.0,8.0,3.0,2.0,1.0,1.0,0,1.0,1.0
Deportes Limache,Palestino,0.0,1.0,complete,1747594800,"Benjamin Saravia Retamal, Chile",57.0,43.0,2.0,7.0,7.0,2.0,1.0,1.0,0,1.0,1.0
Universidad de Chile,Huachipato,5.0,1.0,complete,1747607400,"Claudio Diaz Mera, Chile",54.0,46.0,8.0,9.0,0.0,4.0,1.0,1.0,0,1.0,1.0
Union Espanola,Everton de Vina,0.0,3.0,complete,1747681200,"Diego Flores Seguel, Chile",50.0,50.0,6.0,7.0,2.0,2.0,1.0,1.0,0,1.0,1.0
Colo Colo,Nublense,2.0,2.0,complete,1747692000,"Gaston Philippe, Chile",62.0,38.0,11.0,3.0,4.0,3.0,1.0,1.0,0,1.0,1.0
D. La Serena,Deportes Iquique,2.0,1.0,complete,1747701000,"Francisco Gilabert, Chile",66.0,34.0,4.0,1.0,0.0,2.0,1.0,1.0,0,1.0,1.0
Deportes Limache,Universidad de Chile,2.0,0.0,complete,1748037600,"Mathias Riquelme, Chile",34.0,66.0,3.0,5.0,1.0,3.0,1.0,1.0,0,1.0,1.0
Everton de Vina,Cobresal,2.0,2.0,complete,1748113200,"Fabian Reyes Fuenzalida, Chile",64.0,36.0,12.0,3.0,2.0,3.0,1.0,1.0,0,1.0,1.0
