l_gf,l_gc,l_ppg,l_pos,l_xg,v_gf,v_gc,v_ppg,v_pos,v_xg,target_1x2,home_team_goal_count,away_team_goal_count,home_team_corner_count,away_team_corner_count
0.8,2.8,0.0,50.8,1.012,2.2,1.0,2.4,53.8,2.0060000000000002,2,1,3,3.0,8.0
1.6,0.8,1.8,49.0,1.3719999999999999,0.8,1.4,0.8,45.0,1.064,2,0,1,9.0,1.0
3.0,0.8,2.2,58.0,2.0799999999999996,1.4,1.6,1.0,61.0,2.002,0,3,1,2.0,3.0
1.2,2.0,0.2,57.4,1.198,0.4,2.2,0.0,44.0,0.844,2,1,2,6.0,4.0
1.4,0.4,2.2,44.2,1.34,1.6,1.4,1.0,45.2,1.8080000000000003,2,1,2,4.0,7.0
1.4,1.6,1.6,48.4,1.1860000000000002,1.0,2.6,1.2,46.8,0.9540000000000001,1,1,1,4.0,3.0
2.0,1.6,1.6,59.0,1.844,1.2,2.0,0.8,52.2,1.4580000000000002,2,0,1,3.0,0.0
1.8,1.6,2.0,39.6,1.39,1.6,1.0,1.6,51.2,1.2559999999999998,0,7,0,4.0,6.0
2.2,1.2,2.4,50.6,2.04,1.6,1.6,1.0,58.6,1.6219999999999999,2,1,2,3.0,7.0
2.8,1.0,2.2,49.0,1.7899999999999998,2.8,0.8,2.2,61.8,2.6740000000000004,2,0,2,3.0,3.0
0.8,1.2,1.2,44.4,1.108,0.6,1.8,0.6,45.6,1.0879999999999999,0,4,0,5.0,6.0
1.0,2.8,0.8,32.0,0.9019999999999999,1.0,3.2,0.0,50.6,0.884,2,1,2,1.0,2.0
0.6,2.4,0.2,48.2,1.106,1.6,1.2,1.8,50.2,1.2879999999999998,0,2,0,5.0,8.0
1.4,1.6,1.4,52.2,1.42,1.6,0.8,2.0,44.0,1.466,2,0,2,11.0,0.0
2.0,1.6,1.4,47.4,1.8980000000000001,1.4,2.2,0.2,55.6,1.226,2,0,2,10.0,3.0
1.8,1.0,2.2,54.2,1.314,3.4,0.8,2.6,56.2,2.162,0,5,1,5.0,2.0
1.4,1.8,1.0,60.2,2.1380000000000003,1.0,2.8,0.8,48.4,0.8539999999999999,0,2,1,4.0,3.0
1.6,0.8,1.8,41.0,1.422,2.2,0.8,2.2,61.2,2.548,1,2,2,2.0,3.0
1.2,2.0,1.4,55.8,1.206,1.8,1.6,1.6,58.6,2.072,0,3,0,2.0,9.0
0.6,2.2,0.6,45.4,0.8940000000000001,2.2,1.0,2.2,53.6,1.1320000000000001,2,0,2,3.0,7.0
1.6,1.4,1.4,58.6,1.7120000000000002,2.8,1.6,2.0,39.8,1.7760000000000002,0,2,1,8.0,4.0
1.2,3.0,0.6,48.4,0.898,2.4,1.0,2.0,49.2,1.7099999999999997,2,1,3,4.0,6.0
1.2,2.2,0.8,45.6,1.0260000000000002,1.8,1.4,1.4,48.0,2.246,2,0,1,9.0,2.0
3.2,1.8,2.0,57.8,2.07,2.0,1.6,1.8,50.8,1.8060000000000003,0,4,0,7.0,4.0
1.2,1.2,1.6,52.0,1.022,0.8,3.2,0.2,38.6,0.8960000000000001,1,1,1,16.0,1.0
1.6,0.6,2.0,41.4,1.58,2.0,1.0,2.0,40.0,1.4700000000000002,2,1,2,6.0,2.0
2.2,0.8,2.2,63.2,2.1079999999999997,0.6,2.0,0.6,44.0,1.288,0,2,1,4.0,3.0
1.4,1.8,0.6,55.2,0.9480000000000001,1.4,1.6,1.4,55.0,1.464,0,1,0,10.0,5.0
1.0,1.2,1.2,55.0,1.1940000000000002,2.4,0.8,2.6,59.0,2.042,1,2,2,6.0,8.0
0.4,2.2,0.6,45.6,0.8559999999999999,1.0,1.4,1.4,46.4,1.6860000000000004,2,0,4,5.0,6.0
2.4,1.0,2.6,38.4,1.434,1.0,1.4,1.2,54.4,1.5580000000000003,1,2,2,7.0,8.0
2.8,1.2,2.0,48.6,1.5819999999999999,0.8,1.8,0.6,41.8,1.27,2,0,1,6.0,7.0
1.6,1.2,1.8,55.2,1.7,1.6,0.8,1.8,45.4,1.7080000000000002,2,0,2,7.0,7.0
1.4,2.6,0.6,47.2,0.998,1.6,1.8,1.8,53.0,1.186,2,0,4,5.0,6.0
2.4,0.8,2.6,54.6,1.232,1.0,1.6,0.8,48.6,0.916,2,0,1,2.0,0.0
0.6,3.0,0.2,38.0,0.6519999999999999,1.4,1.4,1.2,55.0,1.206,2,1,4,4.0,4.0
1.2,1.6,0.8,55.4,1.0859999999999999,1.6,2.0,1.4,60.0,1.932,0,2,1,2.0,3.0
1.6,2.2,1.2,49.8,1.4120000000000001,2.4,2.0,1.4,40.8,1.434,0,4,3,7.0,6.0
3.2,1.6,2.0,59.0,2.068,2.4,1.2,2.2,56.4,1.8560000000000003,2,0,2,7.0,5.0
1.0,1.2,1.2,45.0,1.346,1.2,1.0,1.8,56.4,1.3599999999999999,2,1,2,7.0,4.0
2.0,1.8,1.8,52.2,1.786,2.4,1.0,1.8,49.0,1.47,0,2,1,1.0,9.0
1.6,0.8,1.8,44.4,1.6019999999999999,1.2,1.4,1.2,59.0,1.3439999999999999,0,4,1,3.0,8.0
1.4,2.0,1.2,58.2,1.8920000000000001,1.2,2.8,0.6,49.2,0.716,0,4,0,4.0,2.0
0.8,1.6,0.8,54.8,0.9560000000000001,0.8,3.4,0.2,37.0,0.8260000000000002,0,3,2,5.0,6.0
2.0,1.2,1.8,57.4,1.392,2.8,1.6,1.8,61.2,1.778,2,0,1,8.0,3.0
1.4,1.0,1.8,47.8,1.496,2.2,1.0,2.2,39.0,1.426,1,1,1,2.0,5.0
2.8,2.6,1.2,43.6,1.7299999999999998,2.0,0.8,2.0,57.6,1.186,1,0,0,3.0,11.0
2.0,1.0,2.2,49.2,1.6019999999999999,1.8,2.8,1.2,49.0,1.5720000000000003,0,2,0,4.0,2.0
0.6,1.2,0.8,46.2,0.9400000000000001,0.4,2.6,0.6,43.8,0.6180000000000001,0,2,0,3.0,3.0
2.2,2.2,0.8,41.6,1.4000000000000001,1.8,1.6,1.8,56.6,1.596,0,1,0,3.0,2.0
2.0,1.0,2.2,51.2,1.438,0.8,3.0,0.6,46.2,0.682,0,3,1,6.0,4.0
1.8,1.8,1.8,51.2,1.884,1.2,1.2,1.8,52.2,1.2600000000000002,0,2,1,3.0,7.0
2.0,1.0,1.8,42.4,2.2,1.2,2.8,0.2,41.4,0.9960000000000001,0,1,0,5.0,4.0
1.6,0.8,2.0,50.4,1.6480000000000001,1.2,2.0,1.0,62.6,1.25,2,0,1,6.0,5.0
1.0,1.0,1.2,49.6,1.436,2.2,1.2,1.8,42.4,1.53,1,1,1,5.0,5.0
1.6,0.8,1.8,55.6,1.434,1.8,1.2,1.2,51.4,1.31,1,2,2,3.0,6.0
1.6,1.8,1.2,57.6,1.7739999999999998,0.4,2.6,0.6,44.4,0.5980000000000001,0,1,0,12.0,2.0
1.2,1.4,1.4,53.4,0.804,1.6,0.4,2.0,57.4,1.1179999999999999,1,1,1,2.0,9.0
1.0,0.8,1.4,47.0,1.15,1.6,2.4,1.2,45.8,1.4600000000000002,2,0,1,3.0,4.0
0.8,3.0,0.6,41.4,0.6020000000000001,1.2,1.0,1.4,52.4,1.4419999999999997,2,1,2,5.0,1.0
1.6,1.4,1.4,39.8,1.3199999999999998,0.8,0.8,1.2,46.4,1.032,1,1,1,6.0,5.0
1.2,1.6,1.2,59.0,1.2680000000000002,2.2,1.8,2.4,48.0,2.0460000000000003,1,2,2,4.0,5.0
1.0,2.2,0.2,44.4,1.1960000000000002,2.4,1.2,1.4,38.0,1.35,2,2,4,6.0,3.0
1.2,1.6,0.8,49.0,1.4120000000000001,1.2,0.8,1.4,51.8,1.5100000000000002,2,1,2,4.0,3.0
1.4,1.4,1.8,51.4,1.3060000000000003,1.8,0.8,2.0,55.6,1.532,0,2,0,6.0,5.0
1.6,0.6,1.6,61.4,1.242,1.6,1.2,1.8,60.4,1.77,0,1,0,5.0,4.0
0.0,2.6,0.0,45.2,0.30600000000000005,1.2,1.6,1.0,50.0,1.0580000000000003,2,0,3,6.0,4.0
1.2,1.2,1.4,54.4,1.1880000000000002,0.8,0.6,1.4,49.2,0.9540000000000001,0,1,0,1.0,2.0
0.8,0.4,1.6,60.4,1.1960000000000002,1.4,1.2,1.8,52.4,1.1920000000000002,0,2,1,5.0,4.0
1.8,1.6,1.4,39.4,0.9719999999999999,1.8,1.2,1.6,45.8,0.99,0,1,0,3.0,10.0
1.2,2.2,1.2,46.2,1.1540000000000004,1.6,0.6,2.0,49.2,1.264,0,2,1,4.0,5.0
1.4,1.6,0.8,51.0,1.4300000000000002,1.2,2.6,0.2,44.2,0.97,2,1,2,8.0,3.0
0.6,3.2,0.0,44.6,0.674,2.0,0.6,2.4,44.0,2.636,1,1,1,2.0,2.0
1.4,1.0,1.4,60.2,1.45,0.0,2.4,0.0,45.4,0.4640000000000001,0,2,0,5.0,0.0
2.6,0.8,2.6,43.4,2.278,1.4,1.6,1.6,56.8,1.424,2,0,3,4.0,0.0
2.2,0.8,2.6,52.8,2.1380000000000003,1.4,1.2,1.4,43.2,1.33,0,1,0,11.0,5.0
1.2,1.2,1.2,58.6,1.506,1.4,1.2,1.4,55.0,1.5559999999999998,0,1,0,4.0,6.0
1.0,1.2,0.8,40.0,1.272,0.8,0.6,1.6,58.6,1.396,1,1,1,3.0,8.0
0.8,0.6,1.4,49.2,1.058,1.0,1.8,0.2,52.8,1.564,1,2,2,4.0,7.0
1.8,0.8,2.0,48.8,2.292,2.0,1.4,2.0,48.4,2.1740000000000004,0,2,1,2.0,4.0
1.4,2.6,0.6,46.6,1.1300000000000001,1.2,0.8,2.0,52.6,1.124,2,1,2,4.0,8.0
1.8,1.4,2.0,50.4,1.19,1.8,1.2,2.0,37.0,0.984,0,2,1,4.0,4.0
1.2,1.4,1.2,51.0,0.9540000000000001,2.0,0.6,2.6,57.6,2.0840000000000005,0,3,2,4.0,4.0
1.2,1.4,0.8,53.8,1.2680000000000002,0.6,2.8,0.2,44.2,0.618,0,3,1,4.0,1.0
1.6,1.0,1.4,51.4,1.258,1.4,0.6,1.8,54.8,1.616,1,0,0,3.0,6.0
1.8,1.2,1.6,50.6,1.012,1.0,1.0,1.4,62.2,1.518,1,0,0,5.0,3.0
0.0,2.4,0.0,43.0,0.434,1.4,2.0,1.8,46.2,1.2899999999999998,2,0,3,12.0,2.0
1.0,0.6,1.6,60.8,1.4860000000000002,2.0,0.6,2.6,44.8,2.068,0,5,2,1.0,4.0
0.8,2.6,0.2,44.0,0.8,1.8,1.2,2.4,50.4,1.6620000000000001,2,0,3,2.0,13.0
1.4,1.8,1.4,50.8,1.58,0.0,2.2,0.0,45.0,0.42800000000000005,1,2,2,3.0,6.0
1.4,0.8,2.0,38.0,0.9219999999999999,0.8,1.0,0.8,38.4,1.108,2,0,1,1.0,7.0
1.0,0.6,1.8,59.0,1.51,0.8,1.0,1.0,49.2,1.19,1,1,1,13.0,5.0
1.4,1.0,2.0,52.8,1.266,1.0,1.4,0.8,52.2,1.35,0,4,2,1.0,4.0
2.0,0.8,2.4,60.4,1.884,1.0,1.0,1.0,54.0,0.982,0,2,1,10.0,3.0
1.2,0.2,2.0,57.0,1.402,1.4,2.2,0.6,47.2,1.06,1,2,2,15.0,4.0
2.0,1.2,2.4,47.0,1.85,1.4,0.8,1.6,46.4,1.112,0,4,1,7.0,2.0
1.4,2.0,0.4,52.6,1.864,1.8,1.4,1.8,46.2,1.062,0,1,0,6.0,9.0
2.0,0.8,2.4,45.2,1.702,2.0,1.6,2.0,43.6,2.174,0,5,0,5.0,4.0
0.8,0.8,1.2,40.4,1.106,1.8,1.0,1.6,65.6,1.8240000000000003,2,0,2,2.0,5.0
0.8,1.4,0.4,51.4,1.016,0.8,2.4,0.2,44.0,0.7180000000000001,1,1,1,2.0,5.0
1.2,2.4,1.4,44.4,1.7119999999999997,1.4,1.6,1.0,49.4,1.864,1,0,0,5.0,4.0
0.8,1.0,1.0,46.0,0.942,1.4,2.0,1.0,54.0,1.8780000000000001,0,4,2,4.0,7.0
2.0,1.0,2.4,52.0,1.802,3.0,0.4,3.0,49.4,1.964,0,4,1,7.0,7.0
1.0,1.2,1.0,47.8,1.1119999999999999,2.0,1.0,2.6,48.2,1.482,2,0,1,9.0,2.0
1.4,1.4,1.2,50.0,0.9380000000000001,0.8,0.6,1.6,59.8,1.3439999999999999,2,1,2,5.0,4.0
1.4,2.0,0.8,41.4,0.9880000000000001,1.2,0.8,1.8,58.8,1.504,2,0,4,0.0,12.0
0.4,2.2,0.2,44.8,0.6540000000000001,2.0,1.0,2.4,64.6,2.098,2,0,1,1.0,13.0
1.4,2.0,0.8,53.6,1.476,1.4,1.0,1.8,39.4,0.9460000000000001,2,1,2,7.0,1.0
2.2,0.8,2.2,65.2,2.06,2.6,0.4,3.0,48.8,2.178,0,2,1,10.0,2.0
1.8,0.6,2.2,60.2,1.69,1.0,2.4,1.0,38.8,1.134,1,2,2,3.0,6.0
1.0,0.8,1.6,60.2,1.168,0.6,1.0,1.0,40.2,1.006,0,1,0,10.0,2.0
3.0,1.2,2.4,50.0,1.884,1.4,2.6,0.8,37.4,0.726,0,3,0,11.0,2.0
2.0,0.8,3.0,43.0,1.3780000000000001,0.4,2.2,0.2,44.6,0.688,0,3,0,4.0,2.0
0.8,2.0,0.4,47.8,0.774,1.4,1.4,1.2,48.8,0.808,2,1,2,0.0,13.0
1.4,2.6,0.4,54.2,1.8559999999999999,1.0,1.4,0.6,51.6,1.0539999999999998,0,3,2,8.0,1.0
1.0,1.2,1.0,56.2,1.568,0.8,1.2,0.8,53.4,1.072,1,1,1,5.0,10.0
1.8,1.0,2.4,64.0,2.272,1.2,2.0,0.6,55.4,1.598,0,5,1,8.0,2.0
1.6,1.2,1.8,39.2,0.8960000000000001,1.6,1.2,1.6,43.2,1.21,2,0,2,4.0,5.0
2.2,0.6,2.6,65.6,1.9340000000000004,2.2,0.6,3.0,46.0,1.7099999999999997,0,1,0,4.0,5.0
2.6,0.8,2.4,48.4,2.2499999999999996,1.4,1.6,1.2,50.4,1.0939999999999999,0,1,0,5.0,3.0
0.4,1.0,0.8,38.4,0.8940000000000001,1.0,2.4,0.8,30.6,0.662,1,2,2,2.0,3.0
0.4,2.2,0.2,42.6,0.694,0.8,2.0,0.4,43.0,0.626,0,2,0,6.0,7.0
2.0,1.0,1.8,65.6,1.7719999999999998,1.0,1.0,1.2,52.0,1.34,2,1,2,2.0,3.0
1.2,1.8,0.4,51.8,1.1420000000000001,1.4,2.6,0.6,54.4,1.494,1,1,1,1.0,3.0
1.6,2.6,0.8,56.8,1.7100000000000002,3.2,1.0,2.4,56.0,2.168,1,1,1,1.0,4.0
1.6,1.0,1.6,44.0,1.302,0.4,1.4,0.4,56.6,1.42,0,4,3,7.0,3.0
1.2,0.6,2.2,59.4,1.274,2.2,1.0,2.4,62.2,1.904,0,3,1,3.0,6.0
1.2,2.6,1.0,33.8,1.3199999999999998,0.8,1.2,1.2,41.4,0.772,1,1,1,7.0,4.0
1.2,1.4,1.2,50.2,1.066,0.8,1.2,1.0,44.8,0.8700000000000001,2,1,3,5.0,5.0
2.0,0.8,2.4,45.0,1.5619999999999998,1.8,2.2,1.0,54.8,1.668,2,0,2,7.0,4.0
0.6,2.2,0.2,44.4,0.6300000000000001,2.0,0.6,2.6,64.0,1.616,1,0,0,1.0,15.0
1.0,2.6,0.4,31.8,0.5980000000000001,2.2,1.2,2.2,43.0,1.536,2,0,1,5.0,6.0
1.2,0.8,1.8,49.2,1.16,2.2,0.8,2.4,50.0,2.192,2,0,1,10.0,0.0
2.8,1.2,2.0,58.4,1.886,1.6,0.8,2.2,56.4,1.682,0,2,0,2.0,8.0
1.0,2.0,0.4,53.6,1.4060000000000001,1.4,1.8,0.6,51.2,1.042,2,0,2,8.0,5.0
1.6,2.6,0.8,53.2,1.4900000000000002,1.0,2.6,0.6,36.0,1.7120000000000002,2,0,2,4.0,8.0
0.8,1.4,0.8,45.2,0.818,0.8,1.8,0.8,47.0,0.96,1,2,2,4.0,4.0
2.2,1.6,1.8,60.4,1.8359999999999999,1.8,1.2,1.2,65.4,1.5799999999999998,1,2,2,3.0,1.0
2.0,0.6,2.4,46.4,1.7819999999999996,1.0,2.8,0.2,52.4,1.202,0,2,0,9.0,1.0
1.6,1.2,2.0,55.6,1.5739999999999998,1.0,2.4,0.2,55.8,1.6700000000000004,0,1,0,7.0,2.0
1.2,1.2,1.4,46.0,0.876,0.4,1.6,0.4,40.2,0.44200000000000006,0,2,0,4.0,5.0
1.4,1.4,1.0,49.6,1.256,1.0,1.4,1.0,46.8,0.782,2,1,2,8.0,7.0
1.2,1.6,1.0,44.2,1.074,0.8,2.4,0.4,33.0,0.624,0,2,0,2.0,2.0
2.4,1.2,2.6,44.8,1.582,0.8,1.6,0.6,55.4,1.076,2,2,3,5.0,3.0
2.0,1.4,1.2,62.6,1.738,2.4,1.0,2.0,57.8,1.764,0,1,0,10.0,7.0
2.0,1.8,1.6,51.2,1.782,2.2,1.4,2.0,56.8,2.014,0,3,2,3.0,3.0
2.0,0.6,2.6,66.6,1.8820000000000001,0.8,0.6,1.6,53.6,0.8959999999999999,0,3,1,3.0,1.0
1.0,1.6,1.2,40.2,2.0260000000000002,1.6,1.0,1.8,45.0,1.2020000000000002,0,4,2,0.0,9.0
0.8,1.8,0.2,56.0,1.586,1.8,0.6,2.4,48.0,1.4539999999999997,0,2,0,4.0,3.0
1.4,1.2,1.4,55.6,1.828,1.4,1.2,1.4,44.4,1.15,2,0,1,12.0,3.0
0.8,1.2,1.0,54.0,0.828,1.2,1.2,1.4,46.2,0.9339999999999999,0,2,0,6.0,1.0
1.4,1.8,1.2,53.4,1.06,1.6,0.4,2.6,64.4,1.428,2,0,2,1.0,6.0
1.2,1.4,1.2,51.4,1.006,2.6,1.6,2.4,47.8,2.1079999999999997,1,1,1,8.0,3.0
2.2,1.8,1.4,56.0,2.104,1.8,1.0,1.8,38.4,1.9580000000000002,1,1,1,11.0,0.0
0.4,1.4,0.4,42.2,0.6220000000000001,2.0,1.2,1.6,60.0,1.674,2,1,2,5.0,8.0
0.6,2.4,0.2,46.2,0.9119999999999999,2.2,1.8,2.0,49.2,1.44,2,1,4,2.0,11.0
0.4,2.4,0.2,37.6,0.692,1.4,1.4,1.0,52.8,1.182,2,1,3,4.0,0.0
1.4,1.4,1.6,46.2,1.0699999999999998,1.4,0.8,2.4,50.2,1.286,2,0,1,7.0,4.0
2.2,2.0,1.0,58.2,2.0180000000000002,1.2,1.2,1.4,52.0,1.008,0,4,2,6.0,7.0
1.0,0.8,1.8,45.0,1.0799999999999998,1.2,0.6,1.4,58.2,1.8820000000000001,1,0,0,3.0,6.0
0.6,2.8,0.2,38.8,0.8899999999999999,0.0,0.0,0.0,0.0,0.0,0,3,0,6.0,5.0
2.6,1.2,2.6,51.8,1.6020000000000003,1.2,1.8,1.2,54.6,1.2660000000000002,1,1,1,4.0,3.0
0.0,0.0,0.0,0.0,0.0,1.8,1.4,1.4,54.2,1.216,0,3,0,5.0,7.0
1.2,1.6,0.8,53.2,1.1640000000000001,1.6,0.4,2.6,61.6,1.6179999999999999,2,0,4,4.0,5.0
1.2,0.6,2.4,48.0,1.3239999999999998,2.0,1.2,1.8,39.2,2.238,1,0,0,11.0,2.0
1.0,1.4,1.0,50.6,1.214,2.0,1.4,2.0,48.8,1.9600000000000002,0,3,1,5.0,5.0
1.2,1.6,0.8,57.4,1.9120000000000001,1.6,1.4,1.6,57.4,1.642,2,0,1,3.0,4.0
0.0,0.0,0.0,0.0,0.0,1.6,0.8,2.0,44.8,1.2,0,1,0,7.0,2.0
1.4,1.4,1.4,57.4,1.0740000000000003,1.0,0.6,2.0,51.4,1.468,2,1,5,7.0,5.0
2.0,0.2,2.6,60.8,1.8940000000000001,1.0,1.8,0.8,44.6,1.262,2,0,2,7.0,2.0
1.4,1.8,1.2,52.2,1.242,0.6,2.4,0.2,50.4,0.8719999999999999,0,1,0,8.0,3.0
0.0,3.0,0.0,33.0,0.94,3.0,0.0,3.0,37.0,0.75,0,2,0,4.0,3.0
1.8,2.0,1.4,49.0,2.0,0.8,0.4,2.0,45.4,0.784,0,1,0,2.0,9.0
1.4,1.0,2.0,51.6,1.668,1.0,0.0,3.0,54.0,2.13,0,5,0,2.0,2.0
1.6,0.8,2.0,45.0,1.272,2.2,1.0,2.2,51.2,1.636,0,2,0,2.0,2.0
1.6,0.8,1.8,38.4,2.008,1.6,1.2,1.6,50.4,1.4,1,1,1,1.0,3.0
1.0,1.8,0.8,51.6,0.9339999999999999,1.0,1.6,0.6,57.2,1.7120000000000002,1,1,1,9.0,6.0
0.6,0.6,1.0,54.6,1.598,2.0,2.2,1.0,58.0,2.004,2,2,3,7.0,1.0
1.4,0.6,2.0,56.2,1.3900000000000001,1.2,1.8,1.0,52.4,1.116,0,2,0,6.0,4.0
0.6,1.0,0.8,56.2,1.7259999999999998,1.0,1.5,1.5,37.5,0.97,0,3,2,7.0,1.0
0.6,2.4,0.2,51.4,0.876,1.6,0.4,2.4,41.8,1.482,2,2,3,2.0,2.0
1.2,1.6,1.2,43.6,1.3299999999999998,1.2,1.6,1.2,54.0,1.306,2,0,1,0.0,8.0
1.5,1.0,1.5,47.5,0.76,1.2,1.4,1.4,44.4,1.682,0,2,1,3.0,4.0
0.5,2.5,1.5,43.0,1.15,0.8,1.0,0.8,51.4,1.42,1,0,0,5.0,5.0
2.0,1.2,2.0,53.6,1.984,1.8,0.6,2.0,60.2,2.0740000000000003,0,2,1,3.0,2.0
1.6,1.2,1.6,51.8,1.444,1.4,2.2,1.2,54.4,1.052,2,0,3,9.0,7.0
2.4,2.0,1.6,57.4,1.9319999999999997,2.2,0.6,2.6,55.2,1.9600000000000002,0,1,0,3.0,8.0
0.6,0.6,1.4,50.2,0.8300000000000001,1.6,0.8,1.8,37.0,1.716,2,0,3,10.0,1.0
1.8,0.4,2.4,53.4,1.542,1.2,1.4,1.4,52.2,1.33,0,3,0,8.0,3.0
0.4,1.0,0.4,53.8,1.1999999999999997,1.0,2.6,0.2,52.0,0.916,0,1,0,9.0,4.0
1.4,1.4,1.8,48.6,1.464,2.0,1.4,2.0,52.2,2.128,0,2,1,4.0,4.0
1.0,1.6,1.0,48.8,1.1620000000000001,0.3333333333333333,1.6666666666666667,1.3333333333333333,43.0,0.9966666666666666,0,1,0,3.0,3.0
1.6,0.6,2.4,42.8,1.6439999999999997,0.4,1.2,0.8,55.0,0.8619999999999999,1,0,0,10.0,3.0
1.8,0.8,1.8,34.8,1.568,1.6666666666666667,1.0,2.0,49.666666666666664,1.02,1,0,0,5.0,3.0
1.6,2.2,1.2,53.2,1.184,1.2,1.4,1.2,46.4,1.232,2,0,3,2.0,13.0
1.2,1.8,0.8,43.6,1.64,1.8,0.2,2.6,56.0,1.722,1,2,2,5.0,6.0
1.3333333333333333,2.0,1.0,37.666666666666664,1.0466666666666666,2.2,1.6,2.0,59.2,1.5579999999999998,2,0,1,1.0,13.0
2.0,1.0,1.8,58.4,2.0780000000000003,1.2,1.0,1.4,58.2,2.006,0,3,0,2.0,4.0
2.0,1.0,2.6,65.2,1.642,1.2,0.6,2.0,42.4,1.514,0,2,1,5.0,4.0
0.6,2.0,0.2,46.8,0.734,0.25,1.5,1.0,43.75,0.945,2,1,3,4.0,0.0
1.0,1.75,0.75,33.0,0.8174999999999999,0.8,1.8,0.8,53.6,0.9780000000000001,1,1,1,4.0,5.0
1.4,2.4,1.2,48.2,1.0779999999999998,1.0,0.4,1.4,39.8,1.5899999999999999,2,1,2,8.0,8.0
1.6,1.4,1.4,52.2,1.812,1.8,1.0,1.8,52.8,1.3880000000000001,1,2,2,2.0,10.0
1.2,1.4,1.4,58.6,2.25,2.0,0.6,2.2,59.8,1.8060000000000003,0,2,1,5.0,5.0
0.6,1.2,1.0,49.8,1.134,1.2,1.6,1.0,40.2,1.3519999999999999,0,3,1,2.0,10.0
1.6,1.0,2.4,50.2,1.53,0.6,0.8,1.0,55.4,1.1380000000000001,1,0,0,5.0,2.0
1.25,0.75,1.75,48.25,0.855,0.0,1.2,0.4,51.8,0.692,1,1,1,6.0,5.0
2.2,0.4,2.4,54.0,1.782,2.0,0.8,1.8,56.0,2.2960000000000003,1,1,1,11.0,1.0
1.2,2.0,0.8,39.4,1.186,1.2,1.6,1.4,53.4,2.0279999999999996,0,3,1,4.0,2.0
2.0,1.0,1.6,62.0,1.674,1.2,1.6,1.0,46.0,1.6280000000000001,2,1,3,5.0,7.0
1.8,1.0,1.4,52.0,1.8719999999999999,1.0,1.6,0.8,33.8,0.8239999999999998,0,5,1,10.0,2.0
1.2,0.4,1.8,42.2,1.698,2.2,1.0,3.0,62.8,1.3940000000000001,0,2,1,2.0,6.0
0.8,1.4,1.4,43.8,0.852,1.2,1.0,2.0,48.8,1.298,1,2,2,7.0,4.0
1.0,1.8,1.0,55.8,0.9580000000000002,1.2,0.8,1.6,44.4,0.892,2,0,1,7.0,4.0
2.0,0.6,2.0,59.0,1.226,0.6,2.4,0.0,48.2,0.882,1,1,1,10.0,9.0
0.2,1.0,0.6,59.4,0.7699999999999999,1.2,1.0,1.6,51.0,1.0799999999999998,0,3,1,2.0,8.0
0.6,0.6,1.2,51.2,0.9119999999999999,2.0,0.4,2.0,55.0,1.4819999999999998,2,1,2,7.0,12.0
1.2,1.0,1.4,44.0,1.4220000000000002,1.0,2.6,0.6,47.8,0.994,1,1,1,3.0,5.0
1.2,0.6,2.2,52.8,1.122,1.2,1.4,1.4,51.4,1.112,0,3,1,4.0,3.0
1.0,1.8,1.0,41.2,0.7939999999999999,1.6,0.8,1.6,55.8,0.9359999999999999,2,1,2,4.0,1.0
1.4,2.0,1.4,52.4,2.1399999999999997,0.8,0.8,1.6,44.0,1.074,0,2,0,2.0,3.0
2.2,0.6,2.0,59.8,1.6280000000000001,1.2,2.2,0.8,44.8,1.1199999999999999,0,2,0,8.0,3.0
2.2,1.6,1.4,59.6,1.716,1.6,1.0,2.4,65.0,1.3800000000000001,0,2,1,7.0,2.0
0.8,1.0,1.0,46.6,0.748,0.4,1.8,0.4,58.0,0.9279999999999999,0,2,0,8.0,1.0
0.8,1.8,0.2,49.6,1.0,1.6,1.6,1.4,44.0,1.7880000000000003,1,1,1,2.0,8.0
1.4,1.0,1.6,45.2,1.4080000000000001,1.6,0.6,2.2,42.2,2.15,0,2,1,2.0,4.0
0.8,1.2,1.0,61.0,0.9520000000000002,1.2,2.0,0.8,33.4,0.7180000000000001,0,2,1,6.0,4.0
1.6,1.6,1.4,39.0,1.2919999999999998,2.0,1.2,1.4,54.2,1.784,2,0,1,3.0,2.0
0.2,2.0,0.2,56.2,0.8019999999999999,1.6,1.6,1.4,58.4,1.3679999999999999,2,0,3,5.0,2.0
1.0,2.4,0.2,34.0,0.5980000000000001,1.2,1.2,1.0,46.2,1.0959999999999999,0,2,0,1.0,5.0
2.2,0.8,2.0,56.0,1.6439999999999997,1.4,1.2,1.6,46.8,1.4939999999999998,0,2,0,11.0,3.0
1.8,1.4,1.6,44.0,1.486,0.8,0.4,1.6,49.2,1.2420000000000002,0,2,1,8.0,4.0
1.6,0.8,2.0,43.8,2.2359999999999998,1.6,0.8,2.2,51.8,1.088,1,3,3,6.0,5.0
0.8,0.8,1.6,42.4,1.0619999999999998,1.0,1.8,0.4,49.8,1.02,0,2,0,2.0,2.0
1.2,1.8,1.2,50.2,0.9359999999999999,1.6,0.6,2.0,59.8,1.6059999999999999,2,0,1,6.0,10.0
1.6,1.0,1.6,56.6,0.8200000000000001,1.2,1.2,1.6,56.8,0.9460000000000001,2,1,2,6.0,6.0
1.2,1.0,1.8,62.0,1.6320000000000001,1.6,1.8,1.8,52.8,2.182,2,1,2,9.0,4.0
