l_gf,l_gc,l_ppg,l_pos,l_xg,v_gf,v_gc,v_ppg,v_pos,v_xg,target_1x2,home_team_goal_count,away_team_goal_count,home_team_corner_count,away_team_corner_count
1.0,1.6,0.8,43.0,1.072,1.4,1.8,0.8,40.2,1.19,2,0,2,6.0,10.0
1.2,1.6,0.8,51.4,1.484,0.4,2.0,0.2,43.4,0.6580000000000001,0,2,1,3.0,4.0
1.0,0.8,1.4,48.6,1.44,1.2,1.6,1.2,48.4,0.82,0,2,1,4.0,3.0
1.8,1.6,1.4,57.6,1.232,0.8,0.6,1.6,39.8,0.884,2,1,2,9.0,1.0
1.4,1.6,1.8,47.6,1.7240000000000002,1.8,1.4,1.6,45.8,1.21,0,4,2,1.0,6.0
1.6,1.4,1.4,42.2,1.424,1.2,1.4,1.2,64.2,2.0780000000000003,0,3,2,5.0,4.0
2.0,1.4,1.8,53.6,1.176,0.2,2.0,0.2,54.6,1.126,0,2,0,6.0,4.0
0.6,1.6,0.4,49.8,0.9640000000000001,1.0,1.8,0.8,32.6,0.44800000000000006,2,2,3,4.0,3.0
1.8,0.4,2.6,63.0,1.8820000000000001,1.6,1.4,1.6,45.8,2.594,0,1,0,4.0,3.0
1.6,0.8,2.2,54.6,0.7819999999999999,2.4,0.4,2.6,57.6,1.7519999999999996,0,1,0,5.0,6.0
0.8,1.2,1.0,44.4,1.27,1.8,1.2,1.6,55.0,0.932,2,0,3,9.0,8.0
1.2,2.0,0.6,47.4,0.9560000000000001,1.0,2.0,0.4,52.6,1.3199999999999998,0,3,0,10.0,1.0
1.6,2.0,1.4,37.4,0.708,1.4,0.4,2.6,64.2,1.698,2,0,2,1.0,6.0
2.0,1.8,1.6,47.2,1.31,1.6,1.6,1.4,50.4,1.6239999999999999,0,3,0,4.0,7.0
1.6,1.6,1.4,42.6,2.33,1.8,1.4,1.8,42.2,1.6880000000000002,0,2,0,6.0,5.0
0.2,1.8,0.2,55.0,1.16,2.2,1.4,2.4,45.4,1.6780000000000002,1,2,2,8.0,5.0
1.8,1.2,1.6,51.4,1.018,1.6,1.6,1.2,58.0,1.1620000000000001,2,0,1,6.0,5.0
1.4,2.0,0.6,61.2,2.008,1.8,0.8,2.6,53.6,0.836,0,2,0,1.0,4.0
0.6,1.8,0.2,48.0,0.6679999999999999,1.2,1.0,1.4,47.4,1.5580000000000003,0,3,1,7.0,6.0
1.8,0.6,2.0,59.2,1.462,2.0,1.2,1.8,53.8,1.002,0,3,1,9.0,4.0
1.2,0.8,2.0,37.4,1.0740000000000003,0.8,1.8,0.8,45.6,1.202,1,1,1,4.0,1.0
1.4,1.0,1.4,48.2,0.794,2.2,1.6,2.0,49.0,1.534,1,2,2,5.0,3.0
0.8,1.6,1.0,44.8,1.2399999999999998,1.2,1.8,0.6,49.4,1.032,0,2,0,7.0,5.0
1.0,1.6,0.8,44.0,0.8859999999999999,1.4,2.2,1.2,39.2,0.622,0,3,2,7.0,4.0
1.2,0.8,2.0,43.8,1.1099999999999999,1.6,0.2,3.0,61.6,2.004,1,2,2,2.0,2.0
1.6,1.2,1.8,56.6,1.812,0.8,2.0,0.4,48.8,1.012,0,3,0,10.0,1.0
1.6,1.4,1.4,41.2,2.008,2.2,1.4,2.0,50.0,1.6599999999999997,1,0,0,4.0,8.0
1.6,1.2,1.8,45.6,1.6759999999999997,1.4,1.6,1.2,51.2,1.634,0,3,1,6.0,2.0
0.4,2.0,0.2,50.6,1.326,1.0,2.0,0.8,51.6,1.6280000000000001,0,3,1,6.0,4.0
1.6,1.0,2.4,48.8,0.762,2.2,1.8,1.6,53.0,1.0539999999999998,0,4,0,6.0,9.0
2.2,0.6,2.4,62.2,1.732,1.4,1.8,0.6,60.4,2.066,0,3,0,7.0,7.0
1.6,1.8,1.2,44.4,0.752,2.0,0.6,2.4,57.4,2.112,2,0,2,1.0,9.0
1.8,2.2,1.4,50.8,1.2120000000000002,1.4,1.8,1.2,43.0,1.252,1,2,2,9.0,2.0
1.0,1.6,0.6,49.0,0.9280000000000002,1.4,1.2,1.6,43.8,0.866,0,1,0,7.0,4.0
0.6,2.4,0.2,46.2,0.8160000000000001,1.2,1.2,1.0,44.0,1.5740000000000003,2,0,2,1.0,4.0
1.2,2.0,0.6,56.2,1.7599999999999998,1.0,2.0,0.8,46.8,1.5,2,0,3,8.0,6.0
1.6,1.2,1.6,53.6,1.2819999999999998,1.6,1.2,1.8,46.6,1.7420000000000002,0,2,1,7.0,4.0
1.4,1.8,1.2,54.0,1.6,1.8,0.4,2.4,58.2,1.6280000000000001,0,2,1,5.0,9.0
0.8,2.2,0.6,54.2,1.3980000000000001,1.8,0.8,2.4,49.6,0.8800000000000001,2,1,2,3.0,3.0
1.6,0.4,2.6,62.0,1.9780000000000002,1.6,1.2,1.4,49.0,0.804,0,4,1,4.0,1.0
2.4,1.4,2.2,46.8,1.2440000000000002,1.0,1.4,1.4,44.4,1.3820000000000001,2,0,1,9.0,1.0
1.8,0.8,1.8,57.6,1.956,0.8,2.2,0.6,52.4,1.4200000000000002,0,3,2,8.0,1.0
1.8,1.4,1.8,47.8,1.984,1.4,1.8,1.2,44.2,0.76,0,3,1,5.0,6.0
1.4,1.0,1.6,42.4,0.7579999999999999,1.6,2.4,1.0,55.2,1.798,0,3,2,6.0,3.0
0.8,1.2,1.4,40.4,1.018,1.4,2.0,1.2,50.4,1.358,2,1,4,8.0,7.0
1.4,1.8,0.8,49.0,0.712,1.0,1.0,1.2,51.2,1.184,2,1,2,8.0,2.0
1.4,0.8,1.6,44.4,1.5220000000000002,2.0,1.6,1.6,50.8,1.218,2,1,2,4.0,4.0
1.8,1.8,1.4,41.4,1.284,1.0,2.2,0.6,61.8,1.7560000000000002,2,0,2,7.0,2.0
1.6,1.6,1.4,42.0,1.7560000000000002,1.8,1.2,2.0,54.8,1.3419999999999999,2,0,2,9.0,2.0
1.8,0.8,2.4,49.0,0.9640000000000001,0.4,2.6,0.0,47.4,1.0619999999999998,0,1,0,7.0,3.0
2.0,0.4,2.4,58.0,2.2560000000000002,2.0,0.6,2.6,59.8,1.81,1,1,1,3.0,3.0
1.4,2.4,0.8,57.0,1.732,1.0,1.6,1.4,44.4,1.054,2,0,1,1.0,6.0
1.4,1.0,1.8,51.2,1.1860000000000002,2.0,1.2,1.8,55.8,2.1,2,4,5,7.0,2.0
2.0,1.8,1.8,49.8,1.45,1.4,1.8,0.8,51.0,0.734,1,2,2,11.0,8.0
0.4,2.4,0.0,45.2,0.994,1.6,1.4,1.4,42.4,1.464,2,0,1,3.0,9.0
2.0,0.8,2.2,59.6,1.688,2.0,1.6,1.8,47.0,2.1220000000000003,0,2,0,4.0,8.0
1.2,2.4,0.6,47.6,0.86,1.0,0.6,1.4,42.8,1.0,2,0,1,3.0,3.0
1.8,1.0,2.0,55.2,1.5599999999999998,1.6,0.6,2.4,50.0,1.0879999999999999,2,3,4,5.0,6.0
1.2,1.8,1.2,60.2,1.454,1.6,1.4,1.6,42.8,0.884,1,1,1,7.0,3.0
1.2,2.4,0.6,46.2,1.202,1.6,0.6,2.0,55.6,2.0800000000000005,0,3,1,4.0,2.0
2.0,1.6,1.6,54.8,1.188,1.8,1.8,1.4,41.4,1.272,1,1,1,6.0,6.0
2.2,1.2,2.4,49.4,1.408,2.2,0.8,2.2,60.0,1.8579999999999999,0,2,1,3.0,3.0
2.0,2.0,1.4,50.2,1.4300000000000002,0.6,2.2,0.0,50.6,0.764,0,2,1,9.0,9.0
1.0,2.6,0.2,57.6,1.716,1.6,0.8,2.0,56.2,2.092,1,0,0,5.0,0.0
1.2,1.0,2.0,42.6,0.9940000000000001,1.8,1.0,2.0,42.8,1.5379999999999998,0,3,0,6.0,3.0
1.2,2.2,0.4,51.2,0.54,1.4,1.6,1.2,47.8,1.642,0,2,0,7.0,6.0
3.0,1.8,2.4,53.8,2.298,1.4,1.4,1.2,42.8,0.704,0,3,0,6.0,5.0
1.4,2.4,0.6,43.8,1.462,1.0,1.4,1.4,60.6,1.284,1,3,3,5.0,4.0
2.0,1.0,2.0,55.2,1.778,1.8,1.6,1.6,36.6,1.3,1,1,1,10.0,6.0
2.0,1.6,1.8,52.8,1.062,1.2,0.4,2.0,43.2,1.028,2,1,2,6.0,4.0
0.0,2.0,0.0,43.8,0.7200000000000001,1.4,1.4,1.2,59.0,1.29,2,1,4,1.0,9.0
1.2,2.0,1.0,61.0,1.4280000000000002,1.6,1.2,1.6,58.8,1.538,0,2,0,2.0,2.0
1.4,0.8,1.6,58.0,1.54,1.6,0.8,2.4,43.0,1.04,0,2,0,4.0,7.0
0.8,2.2,0.0,47.4,1.0020000000000002,1.6,2.0,1.2,52.8,0.9360000000000002,2,2,3,10.0,4.0
2.0,1.2,1.6,59.8,1.7579999999999998,0.2,2.2,0.0,43.8,0.7540000000000001,0,2,1,8.0,0.0
1.4,1.6,1.2,35.6,1.178,2.6,1.0,3.0,49.4,1.7580000000000002,2,2,3,5.0,3.0
1.2,0.6,2.0,43.4,1.218,3.0,1.6,2.4,57.0,2.338,2,0,3,2.0,2.0
1.4,1.2,1.8,46.4,1.258,1.6,2.0,1.0,52.2,0.9560000000000001,0,3,0,3.0,3.0
1.2,1.8,1.0,37.8,0.6020000000000001,2.2,1.6,2.0,51.6,1.6800000000000002,0,1,0,3.0,6.0
1.4,1.6,1.2,44.4,1.592,2.0,2.4,0.8,42.8,1.6640000000000001,1,1,1,0.0,3.0
1.8,1.2,1.6,59.8,1.9140000000000001,0.8,2.0,0.4,55.0,1.8560000000000003,1,4,4,5.0,4.0
2.0,1.2,2.0,52.0,1.6400000000000001,1.2,0.8,1.6,56.8,1.318,1,2,2,6.0,4.0
1.6,2.0,0.6,54.0,1.922,0.8,2.2,0.0,46.6,1.282,1,1,1,5.0,3.0
0.4,2.0,0.0,42.8,0.796,1.0,1.6,0.8,46.0,1.2659999999999998,2,0,2,3.0,4.0
3.0,1.6,2.4,59.4,2.274,1.2,1.8,0.6,35.2,0.78,0,3,0,6.0,0.0
1.6,1.6,1.4,57.4,1.8399999999999999,1.0,1.4,1.4,40.2,0.574,1,0,0,3.0,4.0
1.2,2.2,0.8,51.6,0.8380000000000001,1.6,1.4,1.6,60.6,1.684,2,1,2,2.0,6.0
1.2,1.2,1.8,41.4,0.958,2.0,1.0,2.0,60.6,1.6019999999999999,2,0,1,2.0,3.0
2.0,2.0,1.0,40.6,1.83,1.2,1.2,1.8,42.8,1.444,0,4,1,9.0,5.0
2.4,1.4,3.0,50.8,1.552,2.2,1.6,1.6,62.2,2.4680000000000004,0,2,1,5.0,5.0
2.2,2.0,1.8,52.2,1.302,1.4,1.0,1.8,46.8,1.2120000000000002,0,1,0,1.0,5.0
2.4,1.8,1.6,59.6,2.3920000000000003,2.0,1.4,1.6,54.8,1.6540000000000004,0,1,0,2.0,11.0
0.8,1.2,1.2,51.8,1.03,3.4,1.2,3.0,59.2,2.1959999999999997,2,1,2,5.0,5.0
2.0,1.0,2.2,58.6,1.43,0.4,2.0,0.0,41.8,0.692,0,2,1,6.0,4.0
1.4,0.8,2.0,62.2,1.616,1.2,1.4,1.0,56.0,1.8219999999999998,0,2,1,7.0,2.0
1.0,2.0,0.2,44.6,1.27,1.0,1.4,1.2,42.4,0.9560000000000001,1,0,0,6.0,5.0
0.8,2.0,0.4,37.2,0.8460000000000001,2.2,2.0,1.8,50.8,1.17,2,0,1,5.0,4.0
1.2,1.2,1.4,50.2,1.1400000000000001,1.4,1.8,0.6,52.0,1.3940000000000001,0,4,1,2.0,15.0
1.2,1.2,1.2,56.2,1.218,2.4,1.4,3.0,49.0,1.544,2,1,2,6.0,7.0
1.0,1.2,1.6,40.2,0.8160000000000001,2.6,1.8,1.6,41.6,2.006,1,1,1,3.0,9.0
1.0,2.0,1.2,41.8,1.502,1.2,1.8,0.8,50.0,1.038,2,0,1,3.0,2.0
0.8,1.4,0.4,45.8,1.3619999999999999,1.2,1.4,1.0,58.0,1.5079999999999998,2,1,3,3.0,4.0
0.8,1.8,0.4,37.2,0.97,1.0,1.8,0.4,55.8,1.592,1,2,2,5.0,5.0
1.2,1.4,1.0,61.2,1.488,1.2,2.0,0.6,50.8,1.598,1,2,2,12.0,3.0
1.0,1.2,1.2,48.2,0.962,0.8,0.6,1.4,41.8,0.922,2,0,2,9.0,2.0
2.2,1.6,1.6,55.0,2.408,0.6,2.2,0.0,38.8,0.808,1,1,1,8.0,4.0
1.6,0.8,2.4,60.4,1.98,2.6,1.6,3.0,46.0,1.594,0,4,1,3.0,3.0
2.0,1.2,2.2,60.8,1.49,2.4,1.4,1.8,45.4,2.132,1,0,0,8.0,3.0
0.8,1.8,1.2,45.4,1.43,2.0,1.8,1.8,54.6,1.4040000000000001,1,1,1,6.0,3.0
1.4,1.2,1.4,49.6,1.26,1.2,1.4,1.4,45.0,1.042,1,0,0,3.0,1.0
0.6,1.0,1.2,40.2,0.7,3.2,1.0,3.0,60.0,1.8659999999999997,1,0,0,3.0,5.0
2.0,1.8,2.4,48.0,1.6460000000000001,0.8,1.6,0.6,52.2,1.1239999999999999,0,3,1,4.0,4.0
0.8,2.2,0.2,37.6,0.858,1.0,2.0,0.4,38.0,1.2239999999999998,0,3,0,6.0,7.0
0.8,1.4,0.6,56.8,1.738,1.0,1.8,0.4,43.8,1.3900000000000001,0,2,0,4.0,4.0
1.6,2.2,0.8,46.4,2.1260000000000003,2.0,1.0,2.4,57.2,2.2339999999999995,2,2,3,7.0,5.0
1.8,1.2,1.4,46.0,1.7120000000000002,2.2,1.6,1.6,53.2,2.216,1,1,1,6.0,4.0
1.4,1.2,1.4,57.8,1.562,0.8,2.0,0.8,45.0,1.698,0,2,0,8.0,6.0
1.0,0.6,1.4,38.8,0.8860000000000001,1.4,0.8,1.6,53.2,1.374,2,2,4,4.0,5.0
0.8,1.0,1.4,44.4,1.064,0.4,0.8,1.2,40.2,0.7939999999999999,1,1,1,3.0,5.0
1.4,1.0,2.0,55.2,1.574,1.8,1.0,2.2,60.8,1.616,1,2,2,3.0,8.0
2.2,0.2,2.6,65.0,1.8800000000000001,1.4,1.2,1.2,60.4,1.7580000000000002,1,1,1,8.0,2.0
0.8,2.4,0.2,45.0,1.046,1.0,1.6,0.6,45.8,1.196,2,1,2,6.0,5.0
2.0,2.8,0.6,47.2,2.128,0.6,1.2,1.0,43.6,0.8640000000000001,0,3,2,3.0,7.0
1.6,1.0,2.2,51.0,1.5699999999999998,1.6,1.4,1.2,56.8,1.9440000000000002,0,2,1,2.0,11.0
0.8,1.4,0.8,39.6,0.8399999999999999,1.2,1.4,0.8,36.8,1.15,1,1,1,2.0,7.0
1.8,0.4,2.2,63.6,1.6,1.0,1.2,1.0,55.2,1.654,1,1,1,6.0,2.0
0.4,2.2,0.2,45.8,1.508,2.2,1.8,2.4,53.2,1.532,1,0,0,3.0,5.0
2.2,0.8,2.2,54.8,1.848,0.6,0.4,1.4,43.2,0.74,0,3,0,7.0,4.0
1.4,1.0,1.4,55.6,1.6239999999999999,1.4,0.8,1.4,46.0,1.5899999999999999,0,4,3,8.0,4.0
0.8,1.8,0.4,45.8,1.128,1.6,1.6,1.2,51.6,1.684,1,2,2,2.0,6.0
2.4,1.0,3.0,58.0,2.0759999999999996,1.6,0.8,2.2,61.4,1.508,1,0,0,3.0,0.0
1.2,1.2,1.2,53.2,1.5139999999999998,1.4,0.6,1.8,63.4,1.832,0,2,0,1.0,6.0
1.2,0.8,1.8,62.0,1.192,0.8,1.6,0.6,42.2,0.6839999999999999,1,1,1,9.0,1.0
1.0,1.2,1.0,44.8,1.048,0.6,2.2,0.2,46.2,1.03,2,1,2,11.0,5.0
1.4,1.8,0.6,54.2,1.982,2.6,0.6,2.6,53.6,2.352,0,2,0,3.0,9.0
1.8,1.4,1.2,44.8,1.6640000000000001,1.4,0.8,2.2,52.6,1.364,0,1,0,7.0,3.0
0.4,1.0,0.8,43.6,1.024,0.4,1.6,0.4,46.2,1.432,0,2,1,3.0,4.0
0.8,1.8,0.6,46.8,1.0080000000000002,2.0,0.8,2.6,53.8,1.964,1,0,0,4.0,9.0
1.2,1.2,1.0,41.6,1.21,2.2,1.4,2.0,57.6,2.064,1,0,0,4.0,7.0
1.6,1.4,2.0,53.2,1.746,1.0,1.2,1.0,40.2,0.812,2,0,1,6.0,4.0
1.2,1.0,1.2,53.0,1.436,1.8,2.4,1.0,47.0,1.9939999999999998,1,1,1,11.0,6.0
1.0,1.8,0.8,47.0,1.3719999999999999,0.8,1.2,1.2,46.4,1.09,0,3,1,3.0,3.0
1.2,1.0,1.6,53.4,1.142,1.4,1.2,1.2,55.0,1.4140000000000001,0,2,1,6.0,6.0
0.8,1.6,0.6,40.8,0.688,1.0,1.2,1.0,50.2,1.17,1,2,2,1.0,3.0
0.8,1.0,1.2,63.8,1.5020000000000002,1.2,0.8,1.2,39.6,1.0139999999999998,0,2,0,4.0,6.0
1.8,2.4,1.0,40.4,1.9700000000000002,1.0,0.8,1.4,63.6,1.6960000000000002,0,3,2,3.0,11.0
1.8,1.0,2.0,61.6,1.7899999999999998,1.2,1.4,1.4,57.2,1.7260000000000002,2,0,2,6.0,5.0
0.4,1.2,0.4,45.4,1.242,1.4,1.4,1.0,52.8,2.056,2,1,3,4.0,5.0
2.2,1.0,2.0,53.0,2.4,0.8,1.6,0.8,44.8,0.942,2,0,2,6.0,5.0
1.8,0.8,2.2,52.8,1.984,1.4,0.8,1.8,48.2,1.702,2,2,3,9.0,2.0
1.2,1.0,1.6,40.6,0.874,1.2,1.2,1.2,43.4,1.416,1,1,1,4.0,4.0
1.0,0.8,1.2,40.2,0.922,2.2,2.0,1.6,36.8,1.8960000000000001,2,0,2,5.0,6.0
1.4,1.2,1.2,55.8,1.5619999999999998,1.4,1.2,1.6,43.0,0.85,1,1,1,5.0,2.0
1.2,1.2,1.2,40.4,1.2579999999999998,1.8,1.2,1.6,53.4,1.6059999999999999,2,0,4,4.0,12.0
1.8,1.2,1.6,51.6,2.068,1.6,1.8,1.4,47.6,1.4939999999999998,0,3,2,9.0,3.0
1.0,1.2,0.8,63.6,1.574,1.8,1.2,2.0,60.4,1.9899999999999998,0,4,1,7.0,11.0
1.8,1.2,1.8,50.4,1.59,1.4,1.2,1.6,52.0,1.028,0,3,2,3.0,7.0
1.0,1.2,1.4,44.8,0.9880000000000001,0.6,1.6,0.4,41.6,1.302,1,1,1,5.0,7.0
1.2,1.2,1.4,57.6,1.72,1.4,1.2,1.4,56.4,2.0300000000000002,2,0,1,12.0,1.0
1.2,1.6,0.6,55.0,1.404,0.8,0.8,1.2,63.4,1.3840000000000001,1,2,2,3.0,4.0
0.8,1.6,1.0,48.4,1.084,1.2,2.0,0.6,37.6,0.6940000000000001,0,3,0,1.0,2.0
1.2,2.0,1.0,44.0,1.15,1.2,1.0,1.6,37.4,0.776,0,3,1,5.0,10.0
2.2,1.4,2.2,47.6,1.78,1.6,2.0,0.6,54.2,1.4419999999999997,0,2,0,7.0,0.0
2.2,1.6,2.0,40.0,1.54,1.0,0.6,1.4,61.2,1.666,1,1,1,11.0,4.0
1.6,1.6,1.4,51.6,1.064,1.2,1.4,1.2,46.2,0.8380000000000001,2,1,2,6.0,6.0
0.8,1.0,1.0,41.6,0.966,2.0,1.2,2.0,52.4,2.146,2,1,3,3.0,4.0
1.8,1.0,1.6,54.2,1.436,1.4,1.6,1.4,50.8,1.1480000000000001,0,3,0,5.0,2.0
1.0,2.0,0.6,39.2,0.488,1.6,2.0,1.2,45.6,1.306,2,0,2,5.0,2.0
1.4,1.8,1.4,59.2,1.5999999999999999,1.6,1.2,1.8,50.8,1.9220000000000002,2,2,3,9.0,3.0
1.2,1.0,1.2,54.4,1.262,0.6,1.6,0.4,47.0,1.296,2,0,1,3.0,4.0
1.8,1.4,1.2,60.8,1.614,1.2,1.2,1.2,61.8,1.352,2,1,2,5.0,4.0
1.2,0.8,1.8,46.2,1.036,2.0,1.2,2.2,42.0,1.666,2,1,2,7.0,2.0
1.4,2.2,0.4,51.4,1.3039999999999998,1.4,2.4,0.8,58.2,1.6320000000000001,2,1,2,2.0,12.0
2.4,1.2,2.4,57.0,2.464,1.6,2.0,1.4,46.2,1.47,1,2,2,4.0,1.0
2.0,1.4,1.8,41.4,1.4600000000000002,2.4,1.2,2.6,49.6,1.8199999999999998,1,1,1,5.0,3.0
1.4,1.2,1.6,61.0,1.698,1.4,1.6,1.2,54.2,1.31,0,3,0,4.0,4.0
0.8,1.2,1.0,46.0,1.388,1.0,2.0,0.6,42.0,0.6960000000000001,2,2,3,8.0,2.0
1.2,1.0,1.6,40.8,0.8640000000000001,0.4,1.6,0.4,41.8,0.8039999999999999,1,0,0,8.0,2.0
0.6,0.6,1.0,56.0,1.4360000000000002,0.8,1.2,0.6,55.2,1.1199999999999999,0,1,0,7.0,5.0
1.2,2.0,1.2,50.8,1.098,1.6,1.4,1.0,58.6,1.5819999999999999,2,0,1,3.0,11.0
1.4,1.2,1.8,49.0,1.748,1.8,0.6,1.6,52.6,1.508,1,1,1,6.0,4.0
0.2,1.4,0.4,38.2,0.752,2.0,0.8,1.6,54.8,1.514,1,2,2,1.0,3.0
2.6,1.2,2.6,61.2,2.6119999999999997,1.2,2.0,1.0,42.0,0.7540000000000001,1,1,1,9.0,5.0
1.0,1.4,1.4,47.0,1.402,0.6,1.2,0.4,57.2,1.0580000000000003,2,0,2,6.0,4.0
0.8,0.6,1.4,54.2,1.232,1.4,1.6,1.6,45.6,1.3799999999999997,1,1,1,7.0,2.0
2.0,1.2,2.0,39.0,1.492,1.8,1.0,2.2,43.0,1.6800000000000002,1,0,0,9.0,5.0
1.8,1.0,2.0,60.2,1.5020000000000002,1.0,2.0,0.8,55.0,1.6400000000000001,0,2,1,5.0,5.0
1.2,1.8,0.8,50.8,1.448,0.6,1.8,0.4,40.0,0.752,0,1,0,7.0,3.0
0.8,0.8,1.2,42.8,1.098,1.8,1.4,1.4,59.6,2.0260000000000002,2,0,1,7.0,2.0
1.2,1.6,1.2,49.6,0.8800000000000001,1.0,2.0,0.6,52.0,1.3539999999999999,2,1,3,6.0,4.0
1.2,2.0,0.4,50.4,1.424,2.4,1.2,1.6,54.4,1.4140000000000001,2,1,4,2.0,5.0
1.2,1.0,1.6,47.8,1.4460000000000002,2.2,1.0,2.6,49.6,1.424,2,0,1,10.0,1.0
0.6,1.6,0.4,40.6,0.9559999999999998,1.0,0.6,1.6,55.0,1.236,0,2,0,0.0,5.0
1.6,0.8,2.2,48.0,1.552,1.0,2.0,0.6,48.8,0.908,1,1,1,7.0,3.0
1.2,2.4,0.6,50.6,1.568,1.0,1.2,1.0,50.0,1.47,2,2,3,7.0,2.0
1.8,1.2,1.8,55.6,1.736,1.6,1.0,1.6,39.8,1.608,0,5,2,10.0,5.0
1.2,2.0,1.0,43.2,0.844,1.0,1.4,1.4,46.6,1.418,2,3,4,4.0,8.0
1.4,1.8,1.2,43.0,1.3639999999999997,2.2,0.8,2.6,57.6,1.682,2,0,1,5.0,3.0
2.0,1.0,2.6,53.6,1.2240000000000002,1.2,1.4,1.4,54.4,1.7259999999999998,0,2,1,7.0,1.0
1.6,2.0,1.2,50.6,1.652,1.2,2.4,0.4,46.0,1.2399999999999998,0,2,1,5.0,8.0
0.8,1.0,0.8,53.4,1.072,0.8,1.0,1.0,44.2,1.268,0,2,1,4.0,4.0
2.8,0.8,2.2,55.2,1.5899999999999999,2.4,1.4,2.2,65.4,2.6919999999999997,0,2,1,5.0,10.0
1.2,0.6,1.8,53.8,1.424,1.8,1.6,2.0,45.2,1.5059999999999998,1,0,0,4.0,3.0
1.4,1.4,1.4,45.2,1.7559999999999998,1.4,2.4,0.8,43.8,0.75,0,2,0,6.0,3.0
1.2,1.8,1.0,41.2,1.386,1.0,1.6,0.8,45.8,1.058,2,0,1,9.0,2.0
1.0,1.2,1.0,38.2,0.8640000000000001,2.4,1.0,2.4,52.0,1.918,0,2,1,2.0,11.0
1.6,2.0,1.2,51.6,1.8980000000000001,1.4,1.8,1.0,40.6,1.6759999999999997,2,0,1,6.0,5.0
2.0,0.8,2.6,58.2,1.9100000000000001,0.6,1.4,0.4,46.6,1.27,1,2,2,6.0,1.0
1.0,0.8,1.4,54.0,1.018,2.4,1.0,2.2,53.4,1.3699999999999999,2,0,1,4.0,3.0
0.6,1.0,1.0,59.4,1.216,2.0,1.6,1.6,65.8,2.466,2,1,4,3.0,8.0
1.6,2.6,0.6,51.6,1.338,1.8,0.8,2.6,57.0,1.514,0,2,1,2.0,4.0
1.0,2.4,0.2,42.8,1.006,1.2,1.2,1.4,53.6,1.448,2,1,3,6.0,3.0
1.4,2.2,0.8,41.6,0.8960000000000001,0.8,0.6,1.4,53.6,1.536,1,0,0,5.0,8.0
0.6,1.6,0.8,43.0,0.99,0.8,0.8,1.2,55.2,0.8940000000000001,2,0,1,7.0,3.0
2.0,1.0,2.2,51.6,1.166,1.6,1.2,1.8,47.0,1.7760000000000002,0,2,0,8.0,3.0
2.2,1.4,1.6,63.0,2.646,1.8,2.0,1.2,51.4,1.762,2,0,1,8.0,1.0
1.2,1.2,1.6,42.8,1.6700000000000004,2.0,0.8,2.6,60.2,1.918,1,1,1,1.0,15.0
1.4,0.8,2.0,59.6,1.452,0.8,1.6,1.0,53.6,0.892,0,3,1,6.0,6.0
1.6,1.2,1.8,52.2,1.424,1.2,1.2,1.0,45.2,1.5859999999999999,1,0,0,8.0,3.0
0.8,1.6,0.4,46.0,1.366,1.2,1.6,1.2,52.0,1.7119999999999997,1,0,0,5.0,4.0
1.8,1.2,1.8,54.4,1.828,0.8,2.6,0.0,42.8,1.0139999999999998,1,1,1,3.0,4.0
1.6,1.6,1.6,50.0,1.5100000000000002,1.2,0.8,1.6,38.2,0.74,1,2,2,1.0,5.0
0.6,0.4,1.4,55.4,1.634,1.6,1.0,2.0,57.2,1.31,1,2,2,6.0,8.0
1.0,0.6,1.8,52.8,1.082,1.8,1.0,2.0,57.6,1.9259999999999997,0,2,1,4.0,8.0
1.0,1.2,1.4,51.8,1.452,1.4,1.8,1.0,38.4,0.9079999999999998,0,3,1,6.0,6.0
1.2,1.4,1.2,45.0,1.6099999999999999,1.6,1.4,1.0,63.2,2.236,0,3,0,3.0,9.0
0.6,1.0,0.6,40.6,1.31,1.4,1.6,1.2,50.8,1.6640000000000001,1,0,0,6.0,2.0
1.6,1.4,1.8,47.2,1.596,0.6,1.2,0.8,42.4,1.1320000000000001,2,1,2,9.0,5.0
1.0,2.4,0.2,43.2,1.152,0.6,1.0,0.6,46.4,1.2899999999999998,2,0,3,13.0,3.0
0.8,2.0,0.8,53.6,1.0079999999999998,1.0,1.4,1.2,39.4,1.574,0,2,0,6.0,6.0
0.8,1.6,1.0,40.6,1.5219999999999998,1.6,1.2,1.6,40.8,0.9219999999999999,0,4,0,5.0,2.0
2.2,0.8,2.6,52.8,1.5859999999999999,0.6,0.6,1.0,57.0,1.7259999999999998,2,1,2,10.0,1.0
1.0,2.0,0.4,40.2,1.05,1.4,0.6,2.4,52.2,1.416,2,0,2,8.0,2.0
1.2,1.4,1.2,51.2,1.4540000000000002,1.6,1.0,1.8,41.6,1.2579999999999998,1,2,2,2.0,3.0
1.8,1.4,1.4,56.8,1.6260000000000001,1.6,0.8,2.0,54.2,1.798,0,2,0,6.0,9.0
1.4,1.2,1.4,58.4,1.326,1.4,1.6,1.2,49.8,1.358,0,2,1,2.0,4.0
1.2,1.0,1.0,42.0,1.048,1.0,2.0,0.8,55.4,1.202,1,1,1,7.0,3.0
1.0,1.2,1.4,41.8,1.4940000000000002,0.8,2.6,0.2,44.4,1.032,0,1,0,2.0,6.0
1.2,1.6,0.8,62.8,1.796,1.8,0.8,2.2,63.8,1.7740000000000002,2,0,3,4.0,12.0
