fixture_id,date,timestamp,referee,venue_city,home_team,home_id,away_team,away_id,home_goals,away_goals,league_id,season,home_yellow_cards,away_yellow_cards,home_xg,away_xg,home_corners,away_corners,home_fouls,away_fouls,has_real_stats,home_elo,away_elo,home_rest_days,away_rest_days,home_travel_km,away_travel_km,referee_avg_cards
984808,2023-01-03T00:00:00+00:00,1672704000,,Jemmal,Uganda,1519,Sudan,1510,2,2,10,2023,2.0,2.0,1.840998651832073,1.9434967210393428,0.0,0.0,0.0,0.0,0,1400.0,1400.0,7.0,7.0,0.0,0.0,4.5
984797,2023-01-08T17:00:00+00:00,1673197200,Miguel Nogueira,Albufeira,Iceland,18,Estonia,1101,1,1,10,2023,0.0,1.0,2.205790608462433,0.8885463755896461,0.0,0.0,0.0,0.0,0,1400.0,1400.0,7.0,7.0,0.0,0.0,4.5
984798,2023-01-09T18:45:00+00:00,1673289900,Vitor Ferreira,São João da Venda,Sweden,5,Finland,1099,2,0,10,2023,2.0,2.0,2.4928328689704804,1.658040718479898,0.0,0.0,0.0,0.0,0,1820.0,1400.0,7.0,7.0,0.0,0.0,4.5
984799,2023-01-12T16:00:00+00:00,1673539200,Gustavo Correia,Albufeira,Finland,1099,Estonia,1101,0,1,10,2023,4.0,1.0,0.6004148894537673,0.5773784791565026,0.0,0.0,0.0,0.0,0,1398.363363504897,1400.0,2.8854166666666665,3.9583333333333335,0.0,0.0,4.5
984800,2023-01-12T18:00:00+00:00,1673546400,Luis Godinho,São João da Venda,Sweden,5,Iceland,18,2,1,10,2023,1.0,2.0,2.058813656519547,2.06625299245735,0.0,0.0,0.0,0.0,0,1821.636636495103,1400.0,2.96875,4.041666666666667,0.0,0.0,4.5
984801,2023-01-26T03:00:00+00:00,1674702000,"Daneon Parchment, Jamaica","Los Angeles, California",USA,2384,Serbia,14,1,2,10,2023,1.0,1.0,0.653728669718177,1.7698842500815544,0.0,0.0,0.0,0.0,0,1950.0,1790.0,7.0,7.0,0.0,0.0,4.5
995739,2023-01-28T22:00:00+00:00,1674943200,K. Williams,Port of Spain,Trinidad and Tobago,5168,Saint Martin,10984,2,0,10,2023,3.0,1.0,2.128126497364624,1.9942135170699773,0.0,0.0,0.0,0.0,0,1400.0,1400.0,7.0,7.0,0.0,0.0,4.5
984803,2023-01-29T00:30:00+00:00,1674952200,"Said Martinez, Honduras","Carson, California",USA,2384,Colombia,8,0,0,10,2023,3.0,1.0,1.7551291996193576,0.584584837412305,0.0,0.0,0.0,0.0,0,1935.694944979016,1940.0,2.8958333333333335,7.0,0.0,0.0,3.4166666666666665
1012354,2023-02-22T23:00:00+00:00,1677106800,M. Gaymes,Sauteurs,Grenada,5533,Barbados,5527,1,1,10,2023,4.0,1.0,0.5640951060913117,0.7403713722245313,0.0,0.0,0.0,0.0,0,1400.0,1400.0,7.0,7.0,0.0,0.0,4.5
1012355,2023-02-24T23:00:00+00:00,1677279600,,St. George's,Grenada,5533,Barbados,5527,2,2,10,2023,0.0,6.0,0.8268028282101281,2.4783043501022,0.0,0.0,0.0,0.0,0,1400.0,1400.0,2.0,2.0,0.0,0.0,4.5
1012366,2023-02-25T13:00:00+00:00,1677330000,,Lilongwe,Malawi,1495,Lesotho,1518,1,1,10,2023,2.0,0.0,0.9634168140518652,0.7183423966038154,0.0,0.0,0.0,0.0,0,1400.0,1400.0,7.0,7.0,0.0,0.0,4.5
1012356,2023-02-26T23:00:00+00:00,1677452400,M. Gaymes,St. George's,Grenada,5533,Barbados,5527,2,2,10,2023,1.0,2.0,1.3392521002599416,1.7167857856073978,0.0,0.0,0.0,0.0,0,1400.0,1400.0,2.0,2.0,0.0,0.0,4.5
1012358,2023-03-11T23:00:00+00:00,1678575600,K. Pennyfeather,Montego Bay,Jamaica,2385,Trinidad and Tobago,5168,0,1,10,2023,1.0,0.0,1.809140180258831,1.1820832483892634,0.0,0.0,0.0,0.0,0,1560.0,1410.0,7.0,30.0,0.0,0.0,4.5
1012321,2023-03-13T00:00:00+00:00,1678665600,N. Saghafi,"San Jose, California",Guatemala,5161,Panama,11,1,1,10,2023,2.0,2.0,1.0391667778641522,2.30527618242143,0.0,0.0,0.0,0.0,0,1400.0,1590.0,7.0,7.0,0.0,0.0,4.5
1012359,2023-03-15T00:00:00+00:00,1678838400,H. Vergara,Kingston,Jamaica,2385,Trinidad and Tobago,5168,0,0,10,2023,0.0,4.0,0.8408316197070238,1.862609816150768,0.0,0.0,0.0,0.0,0,1545.9322999305634,1424.0677000694366,3.0416666666666665,3.0416666666666665,0.0,0.0,4.5
1014778,2023-03-15T13:30:00+00:00,1678887000,,Medina,Bangladesh,1560,Malawi,1495,1,1,10,2023,2.0,2.0,1.8821177018481885,2.279461423977956,0.0,0.0,0.0,0.0,0,1400.0,1400.0,7.0,18.020833333333332,0.0,0.0,4.5
1014506,2023-03-19T12:00:00+00:00,1679227200,,Adama,Ethiopia,1506,Rwanda,1514,1,0,10,2023,0.0,0.0,1.6192165444370954,0.5614117314846927,0.0,0.0,0.0,0.0,0,1400.0,1400.0,7.0,7.0,0.0,0.0,4.5
1014507,2023-03-20T05:00:00+00:00,1679288400,,Lautoka,Fiji,5160,Vanuatu,5170,1,2,10,2023,2.0,3.0,1.6993895312091531,1.33850430931956,0.0,0.0,0.0,0.0,0,1400.0,1400.0,7.0,7.0,0.0,0.0,4.5
1013398,2023-03-21T06:00:00+00:00,1679378400,,Papeete,Tahiti,5167,New Caledonia,5163,0,2,10,2023,1.0,1.0,0.6819525591625473,1.782848565788142,0.0,0.0,0.0,0.0,0,1400.0,1400.0,7.0,7.0,0.0,0.0,4.5
1016624,2023-03-21T11:00:00+00:00,1679396400,,Gan,Maldives,1549,Pakistan,5535,1,0,10,2023,0.0,2.0,1.841223481610408,2.295583901676092,0.0,0.0,0.0,0.0,0,1400.0,1400.0,7.0,7.0,0.0,0.0,4.5
1012368,2023-03-22T12:15:00+00:00,1679487300,,Kathmandu,Bhutan,1540,Laos,1558,2,0,10,2023,2.0,1.0,0.586436209339144,0.523570497008838,0.0,0.0,0.0,0.0,0,1400.0,1400.0,7.0,7.0,0.0,0.0,4.5
1012360,2023-03-22T12:30:00+00:00,1679488200,A. Sarker,Imphal,India,1537,Myanmar,1556,1,0,10,2023,0.0,4.0,1.0919950937799805,1.1866963374705872,0.0,0.0,0.0,0.0,0,1400.0,1400.0,7.0,7.0,0.0,0.0,4.5
984804,2023-03-22T19:45:00+00:00,1679514300,"Andrei Florin Chivulete, Romania",Dublin,Rep. Of Ireland,776,Latvia,1092,3,2,10,2023,1.0,0.0,1.2042566968999575,2.0477761827164347,0.0,0.0,0.0,0.0,0,1400.0,1400.0,7.0,7.0,0.0,0.0,4.5
1012324,2023-03-23T03:00:00+00:00,1679540400,V. Rivas,"Los Angeles, California",El Salvador,5159,Honduras,4672,0,1,10,2023,3.0,0.0,0.6932329394728007,2.1054449909582864,0.0,0.0,0.0,0.0,0,1400.0,1400.0,7.0,7.0,0.0,0.0,4.5
1012325,2023-03-23T06:00:00+00:00,1679551200,S. Pu-udom,Auckland,New Zealand,4673,China,1566,0,0,10,2023,4.0,3.0,0.564632818607048,0.8460658420189127,0.0,0.0,0.0,0.0,0,1400.0,1400.0,7.0,7.0,0.0,0.0,4.5
1014508,2023-03-23T07:00:00+00:00,1679554800,,Lautoka,Solomon Islands,5165,Vanuatu,5170,2,0,10,2023,2.0,3.0,1.2273933732369164,2.351601151130508,0.0,0.0,0.0,0.0,0,1400.0,1410.0,7.0,3.0833333333333335,0.0,0.0,4.5
1012370,2023-03-23T12:00:00+00:00,1679572800,,Hong Kong,Hong Kong,4460,Singapore,1546,1,1,10,2023,4.0,1.0,1.97017420525081,0.9777469686170744,0.0,0.0,0.0,0.0,0,1400.0,1400.0,7.0,7.0,0.0,0.0,4.5
1012369,2023-03-23T14:00:00+00:00,1679580000,,Muar,Malaysia,1538,Turkmenistan,1539,1,0,10,2023,2.0,1.0,0.6820894956057086,2.4173569001730404,0.0,0.0,0.0,0.0,0,1400.0,1400.0,7.0,7.0,0.0,0.0,4.5
1014777,2023-03-23T17:00:00+00:00,1679590800,I. Tantashev,Teheran,Iran,22,Russia,4,1,1,10,2023,2.0,0.0,0.585932732231307,2.109508207452208,0.0,0.0,0.0,0.0,0,1870.0,1400.0,7.0,7.0,0.0,0.0,3.625
984805,2023-03-23T18:30:00+00:00,1679596200,"Walter Altmann, Austria",Budapest,Hungary,769,Estonia,1101,1,0,10,2023,3.0,3.0,1.603556835715576,1.8336849177118424,0.0,0.0,0.0,0.0,0,1800.0,1409.952894163471,7.0,30.0,0.0,0.0,4.5
1012323,2023-03-23T23:30:00+00:00,1679614200,C. Ferreyra,"Capital Federal, Ciudad de Buenos Aires",Argentina,26,Panama,11,2,0,10,2023,2.0,4.0,0.5927079699873758,0.7058008363683876,0.0,0.0,0.0,0.0,0,2140.0,1585.0183387424493,7.0,10.979166666666666,0.0,0.0,4.5
1013399,2023-03-24T06:00:00+00:00,1679637600,,Papeete,Tahiti,5167,New Caledonia,5163,2,1,10,2023,1.0,2.0,1.833967978413925,0.6083394010609127,0.0,0.0,0.0,0.0,0,1390.0,1410.0,3.0,3.0,0.0,0.0,4.5
1012326,2023-03-24T09:00:00+00:00,1679648400,Kim Dae-Yong,Sydney,Australia,20,Ecuador,2382,3,1,10,2023,1.0,1.0,0.7233364280546286,1.125135685450232,0.0,0.0,0.0,0.0,0,1850.0,1760.0,7.0,7.0,0.0,0.0,4.5
1012327,2023-03-24T10:30:00+00:00,1679653800,Ko Hyung-Jin,Tokyo,Japan,12,Uruguay,7,1,1,10,2023,0.0,4.0,1.8869270924339865,1.6558704327595302,0.0,0.0,0.0,0.0,0,1910.0,1970.0,7.0,7.0,0.0,0.0,4.5
1012328,2023-03-24T11:00:00+00:00,1679655600,P. Yun,Ulsan,South Korea,17,Colombia,8,2,2,10,2023,1.0,2.0,2.050418111036328,1.518573921607667,0.0,0.0,0.0,0.0,0,1860.0,1939.8760968971621,7.0,30.0,0.0,0.0,4.5
1012329,2023-03-24T18:00:00+00:00,1679680800,Faisal Alblwi,Jeddah,Uzbekistan,1568,Bolivia,2381,1,0,10,2023,2.0,2.0,0.7378220078941249,1.138084441155491,0.0,0.0,0.0,0.0,0,1400.0,1400.0,7.0,7.0,0.0,0.0,4.5
1012371,2023-03-24T19:00:00+00:00,1679684400,,Kuwait City,Kuwait,1570,Philippines,1555,2,0,10,2023,4.0,1.0,1.9365265578900108,2.486534399420951,0.0,0.0,0.0,0.0,0,1400.0,1400.0,7.0,7.0,0.0,0.0,4.5
1012330,2023-03-24T19:00:00+00:00,1679684400,Ahmed Al Kaf,Jeddah,Saudi Arabia,23,Venezuela,2379,1,2,10,2023,1.0,1.0,2.2704537094311315,0.6271946805763566,0.0,0.0,0.0,0.0,0,1400.0,1730.0,7.0,7.0,0.0,0.0,4.5
1017024,2023-03-25T09:45:00+00:00,1679737500,,Sylhet,Bangladesh,1560,Seychelles,1515,1,0,10,2023,2.0,2.0,0.9789557201263672,1.637985867837036,0.0,0.0,0.0,0.0,0,1400.0,1400.0,9.84375,7.0,0.0,0.0,4.5
1012373,2023-03-25T12:15:00+00:00,1679746500,,Kathmandu,Nepal,1545,Laos,1558,2,1,10,2023,1.0,1.0,0.9472575272449416,0.923251542823884,0.0,0.0,0.0,0.0,0,1400.0,1390.0,7.0,3.0,0.0,0.0,4.5
1012367,2023-03-25T12:30:00+00:00,1679747400,,Imphal,Myanmar,1556,Kyrgyzstan,1554,1,1,10,2023,4.0,2.0,1.6763213041710587,0.8082876178227496,0.0,0.0,0.0,0.0,0,1390.0,1400.0,3.0,7.0,0.0,0.0,4.5
1014504,2023-03-25T13:30:00+00:00,1679751000,Razlan Joffri Ali,Bekasi,Indonesia,1571,Burundi,1528,3,1,10,2023,0.0,2.0,1.397443569729408,1.2609613778031954,0.0,0.0,0.0,0.0,0,1400.0,1400.0,7.0,7.0,0.0,0.0,4.5
1012362,2023-03-25T14:00:00+00:00,1679752800,Z. Hovhannisyan,Batumi,Georgia,1104,Mongolia,5534,6,1,10,2023,4.0,5.0,0.8576143408822261,1.5162785658852016,0.0,0.0,0.0,0.0,0,1400.0,1400.0,7.0,7.0,0.0,0.0,4.5
1012361,2023-03-25T18:00:00+00:00,1679767200,Ammar Ashkanani,Abu Dhabi,United Arab Emirates,1563,Tajikistan,1536,0,0,10,2023,3.0,3.0,2.246856759970271,0.7088062456100248,0.0,0.0,0.0,0.0,0,1400.0,1400.0,7.0,7.0,0.0,0.0,4.5
1012332,2023-03-25T18:00:00+00:00,1679767200,Mohamed Ahmed Yousuf Al Hammadi,Dubai,Syria,1565,Thailand,1564,3,1,10,2023,2.0,1.0,0.7995229999304516,0.6799446579659627,0.0,0.0,0.0,0.0,0,1400.0,1400.0,7.0,7.0,0.0,0.0,4.5
1012372,2023-03-25T18:30:00+00:00,1679769000,,Muharraq,Bahrain,1547,Palestine,1562,1,2,10,2023,3.0,1.0,1.4717532668631312,0.9677105268812416,0.0,0.0,0.0,0.0,0,1400.0,1400.0,7.0,7.0,0.0,0.0,4.5
1012333,2023-03-25T19:45:00+00:00,1679773500,M. Ferrieri Caputi,Mainz,Germany,25,Peru,30,2,0,10,2023,0.0,0.0,1.3280080451356602,2.1319457133124464,0.0,0.0,0.0,0.0,0,1920.0,1770.0,7.0,7.0,0.0,0.0,4.5
1012334,2023-03-25T22:00:00+00:00,1679781600,S. Selmi,Tanger,Morocco,31,Brazil,6,2,1,10,2023,6.0,1.0,1.299728173218062,1.6795631403950686,0.0,0.0,0.0,0.0,0,1960.0,2050.0,7.0,7.0,0.0,0.0,4.5
1012335,2023-03-26T03:00:00+00:00,1679799600,Kim Woo-Sung,Wellington,New Zealand,4673,China,1566,2,1,10,2023,2.0,0.0,2.206170535572008,1.6880755008308952,0.0,0.0,0.0,0.0,0,1400.0,1400.0,2.875,2.875,0.0,0.0,4.5
1014509,2023-03-26T05:00:00+00:00,1679806800,,Lautoka,Fiji,5160,Solomon Islands,5165,0,2,10,2023,3.0,0.0,1.937969751955958,1.0219341154412356,0.0,0.0,0.0,0.0,0,1390.0,1410.28774368332,6.0,2.9166666666666665,0.0,0.0,4.5
1016625,2023-03-26T11:30:00+00:00,1679830200,,Taipa,Mação,4767,Singapore,1546,0,1,10,2023,2.0,0.0,2.2263923057597426,0.8065539720421873,0.0,0.0,0.0,0.0,0,1400.0,1400.0,7.0,2.9791666666666665,0.0,0.0,4.5
1013397,2023-03-26T15:00:00+00:00,1679842800,A. Risqullaev,St. Petersburg,Russia,4,Iraq,1567,2,0,10,2023,0.0,0.0,2.481860623327651,1.0202719633471564,0.0,0.0,0.0,0.0,0,1408.7470521709222,1400.0,2.9166666666666665,7.0,0.0,0.0,4.5
988668,2023-03-27T16:00:00+00:00,1679932800,"Jonathan Lardot, Belgium",Athens,Greece,1117,Lithuania,1097,0,0,10,2023,2.0,2.0,2.420302166772326,2.1113082982822347,0.0,0.0,0.0,0.0,0,1610.0,1400.0,7.0,7.0,0.0,0.0,4.5
991103,2023-03-27T16:00:00+00:00,1679932800,"Milos Savovic, Montenegro",Skopje,FYR Macedonia,1105,Faroe Islands,1098,1,0,10,2023,0.0,5.0,0.7733028370469477,2.419192822725804,0.0,0.0,0.0,0.0,0,1400.0,1400.0,7.0,7.0,0.0,0.0,4.5
1012374,2023-03-27T18:00:00+00:00,1679940000,,Muscat,Lebanon,1551,Oman,1552,0,2,10,2023,2.0,2.0,1.9875100558016685,0.9798462301889628,0.0,0.0,0.0,0.0,0,1400.0,1400.0,7.0,7.0,0.0,0.0,4.5
1012340,2023-03-28T00:30:00+00:00,1679963400,Flavio Rodrigues De Souza,Santiago de Chile,Chile,2383,Paraguay,2380,3,2,10,2023,0.0,0.0,1.23795752001169,2.0723311832942777,0.0,0.0,0.0,0.0,0,1750.0,1640.0,7.0,7.0,0.0,0.0,4.5
1012341,2023-03-28T08:30:00+00:00,1679992200,Chae Sang-Hyeop,Melbourne,Australia,20,Ecuador,2382,1,2,10,2023,0.0,3.0,0.5843491331989361,1.5892503838976817,0.0,0.0,0.0,0.0,0,1857.4660183666654,1752.5339816333346,3.9791666666666665,3.9791666666666665,0.0,0.0,4.5
1017025,2023-03-28T09:45:00+00:00,1679996700,,Sylhet,Bangladesh,1560,Seychelles,1515,0,1,10,2023,2.0,1.0,2.4859815310657063,1.46120787430469,0.0,0.0,0.0,0.0,0,1410.0,1390.0,3.0,3.0,0.0,0.0,4.5
1012342,2023-03-28T10:20:00+00:00,1679998800,M. Jahari,Osaka,Japan,12,Colombia,8,1,2,10,2023,3.0,3.0,1.4831566338081743,0.8609358753030627,0.0,0.0,0.0,0.0,0,1911.7099735734362,1937.6167443954812,3.9930555555555554,3.9722222222222223,0.0,0.0,4.5
1012337,2023-03-28T11:00:00+00:00,1680001200,Y. Araki,Seoul,South Korea,17,Uruguay,7,1,2,10,2023,3.0,1.0,0.9833757483776436,2.006696719673103,0.0,0.0,0.0,0.0,0,1862.259352501681,1968.2900264265638,4.0,4.020833333333333,0.0,0.0,4.5
1012378,2023-03-28T12:15:00+00:00,1680005700,,Kathmandu,Nepal,1545,Bhutan,1540,1,1,10,2023,1.0,4.0,1.6099742517569322,0.5737028637389028,0.0,0.0,0.0,0.0,0,1409.71225631668,1410.0,3.0,6.0,0.0,0.0,4.5
1012363,2023-03-28T12:30:00+00:00,1680006600,A. Sarker,Imphal,India,1537,Kyrgyzstan,1554,2,0,10,2023,1.0,3.0,1.91578876890356,2.492551568983141,0.0,0.0,0.0,0.0,0,1410.0,1399.71225631668,6.0,3.0,0.0,0.0,4.5
1014505,2023-03-28T13:30:00+00:00,1680010200,Razlan Joffri Ali,Bekasi,Indonesia,1571,Burundi,1528,2,2,10,2023,2.0,4.0,0.8410974355059171,2.1908752219358085,0.0,0.0,0.0,0.0,0,1410.0,1390.0,3.0,3.0,0.0,0.0,4.5
1012377,2023-03-28T14:00:00+00:00,1680012000,,Muar,Malaysia,1538,Hong Kong,4460,2,0,10,2023,3.0,2.0,1.449251388941646,0.5495397469625101,0.0,0.0,0.0,0.0,0,1410.0,1400.0,5.0,5.083333333333333,0.0,0.0,4.5
984807,2023-03-28T15:00:00+00:00,1680015600,"Dumitru Munteanu, Moldova",Yerevan,Armenia,1094,Cyprus,1106,2,2,10,2023,2.0,4.0,0.7804822395825071,0.7961035977705269,0.0,0.0,0.0,0.0,0,1400.0,1400.0,7.0,7.0,0.0,0.0,4.5
1015106,2023-03-28T17:00:00+00:00,1680022800,Zaid Thamer Mohammed,Teheran,Iran,22,Kenya,1511,2,1,10,2023,3.0,4.0,1.5996445134051294,1.7840231609597352,0.0,0.0,0.0,0.0,0,1861.2529478290778,1400.0,5.0,7.0,0.0,0.0,4.5
1012343,2023-03-28T18:00:00+00:00,1680026400,Khaled Al Teris,Jeddah,Uzbekistan,1568,Venezuela,2379,1,1,10,2023,2.0,3.0,1.5445649921288571,0.5397402601382164,0.0,0.0,0.0,0.0,0,1410.0,1732.6030010185139,4.0,3.9583333333333335,0.0,0.0,4.5
1012338,2023-03-28T18:00:00+00:00,1680026400,Saud Al Samhan,Abu Dhabi,United Arab Emirates,1563,Thailand,1564,2,0,10,2023,3.0,1.0,0.5323435809434052,1.6020537459571305,0.0,0.0,0.0,0.0,0,1400.0,1390.0,3.0,3.0,0.0,0.0,4.5
1014510,2023-03-28T18:30:00+00:00,1680028200,,Al-Wakra,Jordan,1548,Philippines,1555,4,0,10,2023,2.0,2.0,0.8147126955848558,2.12388552582117,0.0,0.0,0.0,0.0,0,1400.0,1390.0,7.0,3.9791666666666665,0.0,0.0,4.5
1012375,2023-03-28T18:30:00+00:00,1680028200,,Muharraq,Bahrain,1547,Palestine,1562,1,0,10,2023,2.0,1.0,1.5102292245394755,0.7965466920106956,0.0,0.0,0.0,0.0,0,1390.0,1410.0,3.0,3.0,0.0,0.0,4.5
1012344,2023-03-28T18:45:00+00:00,1680029100,"Willy Delajod, France",Köln,Germany,25,Belgium,1,2,3,10,2023,2.0,1.0,2.305303624158708,0.9295599556471728,0.0,0.0,0.0,0.0,0,1925.9322999305634,2030.0,2.9583333333333335,7.0,0.0,0.0,4.5
1012376,2023-03-28T19:00:00+00:00,1680030000,,Kuwait City,Kuwait,1570,Tajikistan,1536,2,1,10,2023,0.0,2.0,1.0308288291640175,1.856880183868494,0.0,0.0,0.0,0.0,0,1410.0,1400.0,4.0,3.0416666666666665,0.0,0.0,4.5
1012345,2023-03-28T19:00:00+00:00,1680030000,Ahmed Issa,Jeddah,Saudi Arabia,23,Bolivia,2381,1,2,10,2023,1.0,0.0,2.0469436866757125,1.469472533806683,0.0,0.0,0.0,0.0,0,1397.3969989814861,1390.0,4.0,4.041666666666667,0.0,0.0,4.5
1012346,2023-03-28T19:30:00+00:00,1680031800,Juan Martínez,Madrid,Morocco,31,Peru,30,0,0,10,2023,2.0,2.0,1.0734688683133855,1.949424231264772,0.0,0.0,0.0,0.0,0,1972.5339816333346,1764.0677000694366,2.8958333333333335,2.9895833333333335,0.0,0.0,4.5
1012339,2023-03-28T23:30:00+00:00,1680046200,G. Tejera,"Santiago del Estero, Prov. de Santiago del Estero",Argentina,26,Curaçao,5530,7,0,10,2023,3.0,2.0,2.1449639939124534,0.8418576171928218,0.0,0.0,0.0,0.0,0,2140.787289545811,1400.0,5.0,7.0,0.0,0.0,4.125
1019897,2023-03-31T11:45:00+00:00,1680263100,,Kathmandu,Nepal,1545,Laos,1558,2,1,10,2023,4.0,3.0,1.6851310660220913,2.342732610279008,0.0,0.0,0.0,0.0,0,1409.7205382437342,1380.28774368332,2.9791666666666665,5.979166666666667,0.0,0.0,4.5
1015107,2023-04-20T02:00:00+00:00,1681956000,"Bryan Lopez, Guatemala","Glendale, Arizona",USA,2384,Mexico,16,1,1,10,2023,2.0,1.0,0.8540899640184687,1.7507848191066129,0.0,0.0,0.0,0.0,0,1935.818848081854,1930.0,30.0,7.0,0.0,0.0,4.5
1028629,2023-06-08T02:00:00+00:00,1686189600,N. Salgado,Mazatlán,Mexico,16,Guatemala,5161,2,0,10,2023,1.0,1.0,2.488972782163162,1.0331085827688038,0.0,0.0,0.0,0.0,0,1930.1674642532987,1404.9816612575507,30.0,30.0,0.0,0.0,4.5
1035620,2023-06-09T09:00:00+00:00,1686301200,,,Slovakia U18,21479,Czech Republic U18,21465,2,3,10,2023,5.0,3.0,2.131389570419654,0.6176373757415052,0.0,0.0,0.0,0.0,0,1400.0,1400.0,7.0,7.0,0.0,0.0,4.5
1035621,2023-06-09T10:00:00+00:00,1686304800,,,Norway U18,21474,England U18,21466,2,2,10,2023,5.0,1.0,1.3046357610491826,2.050177929501971,0.0,0.0,0.0,0.0,0,1400.0,1400.0,7.0,7.0,0.0,0.0,4.5
1035557,2023-06-09T11:00:00+00:00,1686308400,,,Lebanon,1551,Vanuatu,5170,3,1,10,2023,2.0,1.0,1.717794516165826,2.3065381014128383,0.0,0.0,0.0,0.0,0,1390.0,1399.71225631668,30.0,30.0,0.0,0.0,4.5
1035558,2023-06-09T14:00:00+00:00,1686319200,,,India,1537,Mongolia,5534,2,0,10,2023,0.0,1.0,2.497871685698615,1.8540660692626767,0.0,0.0,0.0,0.0,0,1419.7039814439618,1390.0,30.0,30.0,0.0,0.0,4.5
1035622,2023-06-09T17:00:00+00:00,1686330000,,,Portugal U18,19073,Australia U18,21458,4,2,10,2023,2.0,3.0,1.6901202758367164,0.7400388932868136,0.0,0.0,0.0,0.0,0,1400.0,1400.0,7.0,7.0,0.0,0.0,4.5
1020352,2023-06-09T18:15:00+00:00,1686334500,E. Hamiti,Luxembourg,Luxembourg,1102,Malta,1112,0,1,10,2023,1.0,1.0,2.1628500665721337,0.699296454320379,0.0,0.0,0.0,0.0,0,1400.0,1400.0,7.0,7.0,0.0,0.0,4.5
1028632,2023-06-11T00:00:00+00:00,1686441600,D. Gómez,Penonomé,Panama,11,Nicaragua,5164,3,2,10,2023,3.0,3.0,1.9616601198409005,1.639752137170848,0.0,0.0,0.0,0.0,0,1584.2310491966382,1400.0,30.0,7.0,0.0,0.0,4.5
1028633,2023-06-11T02:00:00+00:00,1686448800,K. Ward,"San Diego, California",Mexico,16,Cameroon,1530,2,2,10,2023,3.0,4.0,0.7382866305739635,1.6184030545942976,0.0,0.0,0.0,0.0,0,1931.095227413937,1670.0,3.0,7.0,0.0,0.0,4.5
1035623,2023-06-11T10:00:00+00:00,1686477600,,,England U18,21466,Australia U18,21458,3,2,10,2023,5.0,2.0,1.2206478840571513,2.020088198881652,0.0,0.0,0.0,0.0,0,1400.0,1390.0,2.0,1.7083333333333333,0.0,0.0,4.5
1028667,2023-06-11T11:30:00+00:00,1686483000,,Saint Pierre,Mauritius,1497,Pakistan,5535,3,0,10,2023,5.0,1.0,2.294435871907872,1.911940542139496,0.0,0.0,0.0,0.0,0,1400.0,1390.0,7.0,30.0,0.0,0.0,4.5
1035559,2023-06-11T14:00:00+00:00,1686492000,,,Uzbekistan U23,10963,Kyrgyz Republic U23,10941,1,0,10,2023,1.0,2.0,1.582182393454352,0.9925972083300414,0.0,0.0,0.0,0.0,0,1400.0,1400.0,7.0,7.0,0.0,0.0,4.5
1035624,2023-06-11T17:00:00+00:00,1686502800,,,Portugal U18,19073,Norway U18,21474,5,0,10,2023,0.0,3.0,1.7038518705151109,2.3727659754497497,0.0,0.0,0.0,0.0,0,1410.0,1400.0,2.0,2.2916666666666665,0.0,0.0,4.5
1035560,2023-06-11T22:00:00+00:00,1686520800,,,Trinidad and Tobago,5168,Guatemala,5161,1,0,10,2023,3.0,2.0,1.835963558125062,1.688928034821143,0.0,0.0,0.0,0.0,0,1427.4381452301818,1404.0538980969125,30.0,3.8333333333333335,0.0,0.0,4.5
1028631,2023-06-11T23:00:00+00:00,1686524400,A. Merlos,Concepción,Chile,2383,Cuba,2388,3,0,10,2023,1.0,2.0,1.929479396376346,2.3771350923020345,0.0,0.0,0.0,0.0,0,1756.9356566556226,1400.0,30.0,7.0,0.0,0.0,4.5
1034553,2023-06-12T00:00:00+00:00,1686528000,,Cairo,Kuwait,1570,Zambia,1507,3,0,10,2023,3.0,1.0,2.2798534941061463,0.8546810290252023,0.0,0.0,0.0,0.0,0,1419.71225631668,1400.0,30.0,7.0,0.0,0.0,4.5
1035561,2023-06-12T11:00:00+00:00,1686567600,,,Mongolia,5534,Lebanon,1551,0,0,10,2023,4.0,2.0,1.6595246336611196,1.14207997374877,0.0,0.0,0.0,0.0,0,1380.8528723325817,1400.2794684162,2.875,3.0,0.0,0.0,4.5
1035562,2023-06-12T14:00:00+00:00,1686578400,,,India,1537,Vanuatu,5170,1,0,10,2023,1.0,2.0,2.3218982098890137,1.9683522273961007,0.0,0.0,0.0,0.0,0,1428.85110911138,1389.43278790048,3.0,3.125,0.0,0.0,4.5
1035563,2023-06-12T14:45:00+00:00,1686581100,,,Oman U23,10950,Lebanon U23,10943,1,0,10,2023,1.0,2.0,1.1069396596936705,0.8706309415945506,0.0,0.0,0.0,0.0,0,1400.0,1400.0,7.0,7.0,0.0,0.0,4.5
1028635,2023-06-12T16:00:00+00:00,1686585600,"Anastasios Sidiropoulos, Greece",Bremen,Germany,25,Ukraine,772,3,3,10,2023,1.0,1.0,2.308004213098444,2.416989424739137,0.0,0.0,0.0,0.0,0,1918.841132731008,1840.0,30.0,7.0,0.0,0.0,4.5
1035564,2023-06-12T16:45:00+00:00,1686588300,,,Palestine U23,10952,Syria U23,10958,1,0,10,2023,4.0,2.0,0.6160745352829544,0.6770250413996903,0.0,0.0,0.0,0.0,0,1400.0,1400.0,7.0,7.0,0.0,0.0,4.5
